,Date,pr,tas,Wert,Einheit,Produkt
0,1970-01-01 12:00:00,0.3,-5.6,,,
1,1970-01-02 12:00:00,0.6,-3.7,,,
2,1970-01-03 12:00:00,3.6,-0.5,,,
3,1970-01-04 12:00:00,11.2,-0.4,,,
4,1970-01-05 12:00:00,1.5,-2.5,,,
5,1970-01-06 12:00:00,0.1,-3.0,,,
6,1970-01-07 12:00:00,0.0,-1.5,,,
7,1970-01-08 12:00:00,1.9,-4.1,,,
8,1970-01-09 12:00:00,5.6,-1.5,,,
9,1970-01-10 12:00:00,4.3,-0.4,,,
10,1970-01-11 12:00:00,0.4,0.5,,,
11,1970-01-12 12:00:00,0.1,-1.2,,,
12,1970-01-13 12:00:00,0.1,-3.7,,,
13,1970-01-14 12:00:00,2.5,-2.4,,,
14,1970-01-15 12:00:00,0.1,0.2,,,
15,1970-01-16 12:00:00,0.1,2.7,,,
16,1970-01-17 12:00:00,0.1,2.1,,,
17,1970-01-18 12:00:00,0.0,0.1,,,
18,1970-01-19 12:00:00,0.0,-2.0,,,
19,1970-01-20 12:00:00,0.2,-5.7,,,
20,1970-01-21 12:00:00,0.0,-7.3,,,
21,1970-01-22 12:00:00,2.0,-3.9,,,
22,1970-01-23 12:00:00,3.5,-0.6,,,
23,1970-01-24 12:00:00,11.8,2.8,,,
24,1970-01-25 12:00:00,1.9,2.3,,,
25,1970-01-26 12:00:00,10.4,3.0,,,
26,1970-01-27 12:00:00,2.2,3.4,,,
27,1970-01-28 12:00:00,0.0,0.0,,,
28,1970-01-29 12:00:00,1.7,-1.1,,,
29,1970-01-30 12:00:00,4.9,-1.2,,,
30,1970-01-31 12:00:00,0.0,-4.8,,,
31,1970-02-01 12:00:00,0.1,-11.4,,,
32,1970-02-02 12:00:00,16.5,0.2,,,
33,1970-02-03 12:00:00,4.5,4.5,,,
34,1970-02-04 12:00:00,7.7,3.6,,,
35,1970-02-05 12:00:00,5.1,2.9,,,
36,1970-02-06 12:00:00,0.1,-0.6,,,
37,1970-02-07 12:00:00,8.0,0.4,,,
38,1970-02-08 12:00:00,28.5,2.9,,,
39,1970-02-09 12:00:00,4.1,3.3,,,
40,1970-02-10 12:00:00,1.7,1.0,,,
41,1970-02-11 12:00:00,0.0,-1.0,,,
42,1970-02-12 12:00:00,24.6,-0.6,,,
43,1970-02-13 12:00:00,0.1,-4.0,,,
44,1970-02-14 12:00:00,0.0,-3.5,,,
45,1970-02-15 12:00:00,0.0,-8.4,,,
46,1970-02-16 12:00:00,1.2,-6.5,,,
47,1970-02-17 12:00:00,1.0,-2.0,,,
48,1970-02-18 12:00:00,0.7,-3.3,,,
49,1970-02-19 12:00:00,5.8,-0.5,,,
50,1970-02-20 12:00:00,5.3,3.2,,,
51,1970-02-21 12:00:00,9.3,5.1,,,
52,1970-02-22 12:00:00,10.8,7.7,,,
53,1970-02-23 12:00:00,0.5,2.5,,,
54,1970-02-24 12:00:00,5.5,2.0,,,
55,1970-02-25 12:00:00,0.3,0.8,,,
56,1970-02-26 12:00:00,0.2,0.3,,,
57,1970-02-27 12:00:00,1.2,-1.5,,,
58,1970-02-28 12:00:00,0.1,-3.6,,,
59,1970-03-01 12:00:00,5.4,-1.8,,,
60,1970-03-02 12:00:00,3.2,-2.9,,,
61,1970-03-03 12:00:00,0.0,-3.9,,,
62,1970-03-04 12:00:00,0.0,-4.2,,,
63,1970-03-05 12:00:00,0.0,-1.4,,,
64,1970-03-06 12:00:00,2.6,-0.5,,,
65,1970-03-07 12:00:00,10.4,-3.1,,,
66,1970-03-08 12:00:00,0.2,-2.7,,,
67,1970-03-09 12:00:00,0.0,-3.0,,,
68,1970-03-10 12:00:00,2.3,0.1,,,
69,1970-03-11 12:00:00,0.0,-1.8,,,
70,1970-03-12 12:00:00,0.0,-0.4,,,
71,1970-03-13 12:00:00,0.0,1.4,,,
72,1970-03-14 12:00:00,0.0,0.7,,,
73,1970-03-15 12:00:00,0.0,0.4,,,
74,1970-03-16 12:00:00,0.0,2.8,,,
75,1970-03-17 12:00:00,9.6,3.9,,,
76,1970-03-18 12:00:00,5.1,4.3,,,
77,1970-03-19 12:00:00,1.0,2.7,,,
78,1970-03-20 12:00:00,0.7,5.3,,,
79,1970-03-21 12:00:00,0.3,7.4,,,
80,1970-03-22 12:00:00,0.1,6.9,,,
81,1970-03-23 12:00:00,0.0,6.6,,,
82,1970-03-24 12:00:00,5.8,6.3,,,
83,1970-03-25 12:00:00,0.0,5.9,,,
84,1970-03-26 12:00:00,1.4,3.9,,,
85,1970-03-27 12:00:00,0.8,0.4,,,
86,1970-03-28 12:00:00,0.3,0.9,,,
87,1970-03-29 12:00:00,0.1,2.6,,,
88,1970-03-30 12:00:00,1.9,6.1,,,
89,1970-03-31 12:00:00,3.2,4.8,,,
90,1970-04-01 12:00:00,0.0,1.8,,,
91,1970-04-02 12:00:00,1.9,0.5,,,
92,1970-04-03 12:00:00,1.0,0.3,,,
93,1970-04-04 12:00:00,1.0,1.2,,,
94,1970-04-05 12:00:00,0.2,1.0,,,
95,1970-04-06 12:00:00,9.9,2.2,,,
96,1970-04-07 12:00:00,0.1,1.2,,,
97,1970-04-08 12:00:00,0.0,1.6,,,
98,1970-04-09 12:00:00,3.3,2.0,,,
99,1970-04-10 12:00:00,0.2,1.7,,,
100,1970-04-11 12:00:00,1.1,3.4,,,
101,1970-04-12 12:00:00,10.7,5.4,,,
102,1970-04-13 12:00:00,1.5,4.9,,,
103,1970-04-14 12:00:00,0.1,3.9,,,
104,1970-04-15 12:00:00,0.3,7.3,,,
105,1970-04-16 12:00:00,0.0,12.3,,,
106,1970-04-17 12:00:00,0.0,14.1,,,
107,1970-04-18 12:00:00,0.1,12.3,,,
108,1970-04-19 12:00:00,7.3,7.3,,,
109,1970-04-20 12:00:00,0.1,4.8,,,
110,1970-04-21 12:00:00,0.5,8.1,,,
111,1970-04-22 12:00:00,0.1,10.4,,,
112,1970-04-23 12:00:00,1.1,11.2,,,
113,1970-04-24 12:00:00,0.3,10.3,,,
114,1970-04-25 12:00:00,7.2,9.4,,,
115,1970-04-26 12:00:00,3.4,5.7,,,
116,1970-04-27 12:00:00,0.1,5.6,,,
117,1970-04-28 12:00:00,0.1,4.1,,,
118,1970-04-29 12:00:00,6.7,3.3,,,
119,1970-04-30 12:00:00,4.2,3.2,,,
120,1970-05-01 12:00:00,0.2,2.8,,,
121,1970-05-02 12:00:00,6.6,6.1,,,
122,1970-05-03 12:00:00,0.2,10.0,,,
123,1970-05-04 12:00:00,0.0,10.4,,,
124,1970-05-05 12:00:00,0.0,13.7,,,
125,1970-05-06 12:00:00,0.0,14.1,,,
126,1970-05-07 12:00:00,0.0,13.2,,,
127,1970-05-08 12:00:00,1.4,14.8,,,
128,1970-05-09 12:00:00,0.0,13.0,,,
129,1970-05-10 12:00:00,11.4,13.6,,,
130,1970-05-11 12:00:00,34.7,9.6,,,
131,1970-05-12 12:00:00,2.2,10.5,,,
132,1970-05-13 12:00:00,0.4,11.4,,,
133,1970-05-14 12:00:00,7.6,13.1,,,
134,1970-05-15 12:00:00,0.3,10.5,,,
135,1970-05-16 12:00:00,6.1,11.0,,,
136,1970-05-17 12:00:00,5.9,11.9,,,
137,1970-05-18 12:00:00,0.0,11.7,,,
138,1970-05-19 12:00:00,1.8,14.6,,,
139,1970-05-20 12:00:00,0.0,11.6,,,
140,1970-05-21 12:00:00,2.1,9.1,,,
141,1970-05-22 12:00:00,1.1,7.6,,,
142,1970-05-23 12:00:00,0.2,9.1,,,
143,1970-05-24 12:00:00,0.0,10.7,,,
144,1970-05-25 12:00:00,0.5,14.9,,,
145,1970-05-26 12:00:00,0.0,13.3,,,
146,1970-05-27 12:00:00,0.0,11.7,,,
147,1970-05-28 12:00:00,0.0,12.1,,,
148,1970-05-29 12:00:00,2.7,13.9,,,
149,1970-05-30 12:00:00,0.4,11.7,,,
150,1970-05-31 12:00:00,0.0,13.1,,,
151,1970-06-01 12:00:00,0.0,13.7,,,
152,1970-06-02 12:00:00,0.0,10.1,,,
153,1970-06-03 12:00:00,0.0,12.4,,,
154,1970-06-04 12:00:00,0.0,12.3,,,
155,1970-06-05 12:00:00,0.0,14.3,,,
156,1970-06-06 12:00:00,0.0,17.0,,,
157,1970-06-07 12:00:00,0.1,18.1,,,
158,1970-06-08 12:00:00,1.2,19.0,,,
159,1970-06-09 12:00:00,4.0,17.3,,,
160,1970-06-10 12:00:00,4.8,17.1,,,
161,1970-06-11 12:00:00,0.0,17.2,,,
162,1970-06-12 12:00:00,0.0,17.7,,,
163,1970-06-13 12:00:00,0.0,14.6,,,
164,1970-06-14 12:00:00,0.0,15.9,,,
165,1970-06-15 12:00:00,0.0,18.0,,,
166,1970-06-16 12:00:00,3.0,16.9,,,
167,1970-06-17 12:00:00,0.0,19.0,,,
168,1970-06-18 12:00:00,0.0,18.6,,,
169,1970-06-19 12:00:00,0.0,16.4,,,
170,1970-06-20 12:00:00,2.9,18.2,,,
171,1970-06-21 12:00:00,0.0,18.9,,,
172,1970-06-22 12:00:00,1.9,20.3,,,
173,1970-06-23 12:00:00,5.9,17.8,,,
174,1970-06-24 12:00:00,1.3,16.7,,,
175,1970-06-25 12:00:00,0.1,18.5,,,
176,1970-06-26 12:00:00,0.0,19.6,,,
177,1970-06-27 12:00:00,3.8,19.9,,,
178,1970-06-28 12:00:00,14.5,15.3,,,
179,1970-06-29 12:00:00,9.0,12.3,,,
180,1970-06-30 12:00:00,1.1,10.9,,,
181,1970-07-01 12:00:00,4.8,13.4,,,
182,1970-07-02 12:00:00,3.1,11.0,,,
183,1970-07-03 12:00:00,0.3,12.1,,,
184,1970-07-04 12:00:00,1.4,13.7,,,
185,1970-07-05 12:00:00,1.1,15.5,,,
186,1970-07-06 12:00:00,0.0,17.4,,,
187,1970-07-07 12:00:00,0.0,19.4,,,
188,1970-07-08 12:00:00,0.2,19.8,,,
189,1970-07-09 12:00:00,2.2,17.6,,,
190,1970-07-10 12:00:00,0.0,14.7,,,
191,1970-07-11 12:00:00,0.4,15.4,,,
192,1970-07-12 12:00:00,0.0,16.1,,,
193,1970-07-13 12:00:00,0.0,18.6,,,
194,1970-07-14 12:00:00,6.9,16.5,,,
195,1970-07-15 12:00:00,2.8,11.6,,,
196,1970-07-16 12:00:00,0.3,11.3,,,
197,1970-07-17 12:00:00,0.0,9.8,,,
198,1970-07-18 12:00:00,0.1,15.1,,,
199,1970-07-19 12:00:00,2.4,16.0,,,
200,1970-07-20 12:00:00,3.2,12.6,,,
201,1970-07-21 12:00:00,3.6,11.4,,,
202,1970-07-22 12:00:00,0.0,14.2,,,
203,1970-07-23 12:00:00,5.4,17.6,,,
204,1970-07-24 12:00:00,16.2,17.1,,,
205,1970-07-25 12:00:00,1.3,13.2,,,
206,1970-07-26 12:00:00,0.4,14.5,,,
207,1970-07-27 12:00:00,0.0,15.9,,,
208,1970-07-28 12:00:00,6.1,19.7,,,
209,1970-07-29 12:00:00,7.2,16.6,,,
210,1970-07-30 12:00:00,0.0,16.0,,,
211,1970-07-31 12:00:00,0.0,18.7,,,
212,1970-08-01 12:00:00,0.0,19.1,,,
213,1970-08-02 12:00:00,0.0,19.7,,,
214,1970-08-03 12:00:00,5.3,18.4,,,
215,1970-08-04 12:00:00,0.0,19.3,,,
216,1970-08-05 12:00:00,0.0,21.1,,,
217,1970-08-06 12:00:00,0.4,21.2,,,
218,1970-08-07 12:00:00,5.3,20.5,,,
219,1970-08-08 12:00:00,0.0,17.2,,,
220,1970-08-09 12:00:00,0.0,14.8,,,
221,1970-08-10 12:00:00,1.1,14.6,,,
222,1970-08-11 12:00:00,0.6,14.8,,,
223,1970-08-12 12:00:00,0.0,14.2,,,
224,1970-08-13 12:00:00,0.0,17.0,,,
225,1970-08-14 12:00:00,0.0,16.6,,,
226,1970-08-15 12:00:00,0.0,16.4,,,
227,1970-08-16 12:00:00,3.5,16.6,,,
228,1970-08-17 12:00:00,0.0,11.9,,,
229,1970-08-18 12:00:00,0.0,12.9,,,
230,1970-08-19 12:00:00,9.2,16.6,,,
231,1970-08-20 12:00:00,0.4,15.5,,,
232,1970-08-21 12:00:00,0.0,12.4,,,
233,1970-08-22 12:00:00,0.0,12.3,,,
234,1970-08-23 12:00:00,1.9,12.8,,,
235,1970-08-24 12:00:00,1.6,15.0,,,
236,1970-08-25 12:00:00,0.0,14.4,,,
237,1970-08-26 12:00:00,0.0,15.1,,,
238,1970-08-27 12:00:00,0.0,15.3,,,
239,1970-08-28 12:00:00,0.0,15.7,,,
240,1970-08-29 12:00:00,0.1,17.8,,,
241,1970-08-30 12:00:00,2.9,17.0,,,
242,1970-08-31 12:00:00,1.2,15.4,,,
243,1970-09-01 12:00:00,0.5,13.4,,,
244,1970-09-02 12:00:00,0.9,12.6,,,
245,1970-09-03 12:00:00,1.0,15.8,,,
246,1970-09-04 12:00:00,0.0,15.1,,,
247,1970-09-05 12:00:00,0.0,17.4,,,
248,1970-09-06 12:00:00,0.0,15.3,,,
249,1970-09-07 12:00:00,0.1,14.6,,,
250,1970-09-08 12:00:00,0.7,16.4,,,
251,1970-09-09 12:00:00,2.6,17.4,,,
252,1970-09-10 12:00:00,3.9,14.1,,,
253,1970-09-11 12:00:00,1.3,10.5,,,
254,1970-09-12 12:00:00,5.4,12.4,,,
255,1970-09-13 12:00:00,0.4,10.5,,,
256,1970-09-14 12:00:00,0.0,14.4,,,
257,1970-09-15 12:00:00,3.9,15.8,,,
258,1970-09-16 12:00:00,0.3,9.1,,,
259,1970-09-17 12:00:00,0.0,9.8,,,
260,1970-09-18 12:00:00,0.0,12.2,,,
261,1970-09-19 12:00:00,0.0,13.2,,,
262,1970-09-20 12:00:00,0.0,14.9,,,
263,1970-09-21 12:00:00,0.0,15.0,,,
264,1970-09-22 12:00:00,0.0,10.6,,,
265,1970-09-23 12:00:00,0.0,8.6,,,
266,1970-09-24 12:00:00,0.0,7.3,,,
267,1970-09-25 12:00:00,0.0,11.3,,,
268,1970-09-26 12:00:00,0.0,12.3,,,
269,1970-09-27 12:00:00,0.0,13.0,,,
270,1970-09-28 12:00:00,0.0,11.4,,,
271,1970-09-29 12:00:00,0.3,9.3,,,
272,1970-09-30 12:00:00,11.7,10.9,,,
273,1970-10-01 12:00:00,0.6,11.0,,,
274,1970-10-02 12:00:00,10.0,9.7,,,
275,1970-10-03 12:00:00,2.5,8.3,,,
276,1970-10-04 12:00:00,2.5,8.9,,,
277,1970-10-05 12:00:00,0.0,12.3,,,
278,1970-10-06 12:00:00,8.0,13.3,,,
279,1970-10-07 12:00:00,13.0,10.8,,,
280,1970-10-08 12:00:00,5.3,11.0,,,
281,1970-10-09 12:00:00,0.2,12.4,,,
282,1970-10-10 12:00:00,0.1,13.9,,,
283,1970-10-11 12:00:00,0.0,14.1,,,
284,1970-10-12 12:00:00,0.0,12.2,,,
285,1970-10-13 12:00:00,0.0,12.0,,,
286,1970-10-14 12:00:00,0.0,11.5,,,
287,1970-10-15 12:00:00,0.0,7.2,,,
288,1970-10-16 12:00:00,0.0,5.8,,,
289,1970-10-17 12:00:00,0.0,5.6,,,
290,1970-10-18 12:00:00,0.0,6.5,,,
291,1970-10-19 12:00:00,2.4,6.7,,,
292,1970-10-20 12:00:00,0.2,5.6,,,
293,1970-10-21 12:00:00,2.6,5.9,,,
294,1970-10-22 12:00:00,1.9,5.5,,,
295,1970-10-23 12:00:00,0.5,3.8,,,
296,1970-10-24 12:00:00,1.0,4.4,,,
297,1970-10-25 12:00:00,0.0,8.7,,,
298,1970-10-26 12:00:00,0.4,9.3,,,
299,1970-10-27 12:00:00,0.0,6.8,,,
300,1970-10-28 12:00:00,0.0,10.6,,,
301,1970-10-29 12:00:00,0.0,10.3,,,
302,1970-10-30 12:00:00,0.0,9.3,,,
303,1970-10-31 12:00:00,0.0,10.2,,,
304,1970-11-01 12:00:00,0.1,10.0,,,
305,1970-11-02 12:00:00,2.7,13.0,,,
306,1970-11-03 12:00:00,0.1,11.8,,,
307,1970-11-04 12:00:00,0.0,9.4,,,
308,1970-11-05 12:00:00,2.2,7.6,,,
309,1970-11-06 12:00:00,0.0,5.0,,,
310,1970-11-07 12:00:00,0.8,4.3,,,
311,1970-11-08 12:00:00,0.4,3.7,,,
312,1970-11-09 12:00:00,3.2,6.0,,,
313,1970-11-10 12:00:00,1.1,4.4,,,
314,1970-11-11 12:00:00,0.2,9.0,,,
315,1970-11-12 12:00:00,0.0,10.7,,,
316,1970-11-13 12:00:00,0.0,4.3,,,
317,1970-11-14 12:00:00,0.7,3.9,,,
318,1970-11-15 12:00:00,2.8,3.6,,,
319,1970-11-16 12:00:00,3.9,2.1,,,
320,1970-11-17 12:00:00,8.4,3.8,,,
321,1970-11-18 12:00:00,14.5,10.8,,,
322,1970-11-19 12:00:00,0.4,8.9,,,
323,1970-11-20 12:00:00,3.7,6.0,,,
324,1970-11-21 12:00:00,0.3,5.8,,,
325,1970-11-22 12:00:00,0.2,3.9,,,
326,1970-11-23 12:00:00,0.0,1.6,,,
327,1970-11-24 12:00:00,0.0,1.9,,,
328,1970-11-25 12:00:00,0.0,0.4,,,
329,1970-11-26 12:00:00,0.0,1.5,,,
330,1970-11-27 12:00:00,0.0,0.9,,,
331,1970-11-28 12:00:00,0.2,-0.2,,,
332,1970-11-29 12:00:00,3.4,5.1,,,
333,1970-11-30 12:00:00,7.6,8.0,,,
334,1970-12-01 12:00:00,6.9,6.8,,,
335,1970-12-02 12:00:00,3.0,5.6,,,
336,1970-12-03 12:00:00,2.5,4.9,,,
337,1970-12-04 12:00:00,9.7,5.3,,,
338,1970-12-05 12:00:00,0.4,4.4,,,
339,1970-12-06 12:00:00,1.0,4.5,,,
340,1970-12-07 12:00:00,0.0,2.6,,,
341,1970-12-08 12:00:00,0.0,1.8,,,
342,1970-12-09 12:00:00,0.0,2.0,,,
343,1970-12-10 12:00:00,0.0,3.3,,,
344,1970-12-11 12:00:00,0.2,0.5,,,
345,1970-12-12 12:00:00,0.0,1.5,,,
346,1970-12-13 12:00:00,0.1,2.6,,,
347,1970-12-14 12:00:00,0.4,4.3,,,
348,1970-12-15 12:00:00,0.0,2.5,,,
349,1970-12-16 12:00:00,0.0,2.3,,,
350,1970-12-17 12:00:00,0.2,-0.1,,,
351,1970-12-18 12:00:00,0.5,1.2,,,
352,1970-12-19 12:00:00,1.0,2.8,,,
353,1970-12-20 12:00:00,0.4,4.6,,,
354,1970-12-21 12:00:00,2.1,1.2,,,
355,1970-12-22 12:00:00,1.7,-1.8,,,
356,1970-12-23 12:00:00,0.3,-8.1,,,
357,1970-12-24 12:00:00,0.6,-4.6,,,
358,1970-12-25 12:00:00,1.8,-4.0,,,
359,1970-12-26 12:00:00,0.8,-6.0,,,
360,1970-12-27 12:00:00,0.1,-6.1,,,
361,1970-12-28 12:00:00,3.7,-4.8,,,
362,1970-12-29 12:00:00,0.0,-3.4,,,
363,1970-12-30 12:00:00,7.8,-4.1,,,
364,1970-12-31 12:00:00,0.0,-9.1,,,
365,1971-01-01 12:00:00,0.5,-11.9,,,
366,1971-01-02 12:00:00,0.1,-7.1,,,
367,1971-01-03 12:00:00,0.3,-4.9,,,
368,1971-01-04 12:00:00,0.2,-4.8,,,
369,1971-01-05 12:00:00,0.3,-7.9,,,
370,1971-01-06 12:00:00,0.1,-11.5,,,
371,1971-01-07 12:00:00,0.0,-8.3,,,
372,1971-01-08 12:00:00,0.0,-5.0,,,
373,1971-01-09 12:00:00,0.0,-5.7,,,
374,1971-01-10 12:00:00,0.0,-1.4,,,
375,1971-01-11 12:00:00,0.0,-2.9,,,
376,1971-01-12 12:00:00,0.0,-5.4,,,
377,1971-01-13 12:00:00,0.0,-4.0,,,
378,1971-01-14 12:00:00,0.0,-5.9,,,
379,1971-01-15 12:00:00,0.0,-1.3,,,
380,1971-01-16 12:00:00,0.6,1.9,,,
381,1971-01-17 12:00:00,0.0,1.5,,,
382,1971-01-18 12:00:00,1.8,-0.9,,,
383,1971-01-19 12:00:00,2.4,4.3,,,
384,1971-01-20 12:00:00,1.8,4.1,,,
385,1971-01-21 12:00:00,0.6,1.5,,,
386,1971-01-22 12:00:00,3.2,4.7,,,
387,1971-01-23 12:00:00,7.9,5.7,,,
388,1971-01-24 12:00:00,9.6,4.6,,,
389,1971-01-25 12:00:00,5.5,5.8,,,
390,1971-01-26 12:00:00,12.7,7.0,,,
391,1971-01-27 12:00:00,7.5,5.8,,,
392,1971-01-28 12:00:00,2.1,4.6,,,
393,1971-01-29 12:00:00,0.2,1.8,,,
394,1971-01-30 12:00:00,1.8,2.1,,,
395,1971-01-31 12:00:00,0.2,2.9,,,
396,1971-02-01 12:00:00,0.0,0.4,,,
397,1971-02-02 12:00:00,0.0,-4.1,,,
398,1971-02-03 12:00:00,0.8,-0.0,,,
399,1971-02-04 12:00:00,1.2,2.8,,,
400,1971-02-05 12:00:00,0.2,3.1,,,
401,1971-02-06 12:00:00,0.1,1.6,,,
402,1971-02-07 12:00:00,0.4,1.9,,,
403,1971-02-08 12:00:00,0.0,3.9,,,
404,1971-02-09 12:00:00,0.0,4.3,,,
405,1971-02-10 12:00:00,0.0,2.0,,,
406,1971-02-11 12:00:00,0.0,0.5,,,
407,1971-02-12 12:00:00,0.0,4.0,,,
408,1971-02-13 12:00:00,1.8,5.0,,,
409,1971-02-14 12:00:00,0.3,2.1,,,
410,1971-02-15 12:00:00,4.8,4.9,,,
411,1971-02-16 12:00:00,1.2,1.3,,,
412,1971-02-17 12:00:00,3.0,1.0,,,
413,1971-02-18 12:00:00,1.8,4.2,,,
414,1971-02-19 12:00:00,1.1,3.2,,,
415,1971-02-20 12:00:00,0.2,1.9,,,
416,1971-02-21 12:00:00,2.0,4.0,,,
417,1971-02-22 12:00:00,0.9,3.0,,,
418,1971-02-23 12:00:00,0.5,2.0,,,
419,1971-02-24 12:00:00,0.0,3.0,,,
420,1971-02-25 12:00:00,0.6,3.9,,,
421,1971-02-26 12:00:00,1.2,1.0,,,
422,1971-02-27 12:00:00,0.1,-4.2,,,
423,1971-02-28 12:00:00,0.0,-3.9,,,
424,1971-03-01 12:00:00,0.0,-2.7,,,
425,1971-03-02 12:00:00,2.4,-2.4,,,
426,1971-03-03 12:00:00,0.8,-4.4,,,
427,1971-03-04 12:00:00,0.6,-8.2,,,
428,1971-03-05 12:00:00,0.1,-9.1,,,
429,1971-03-06 12:00:00,0.0,-8.6,,,
430,1971-03-07 12:00:00,0.0,-4.3,,,
431,1971-03-08 12:00:00,0.0,-3.4,,,
432,1971-03-09 12:00:00,1.3,1.1,,,
433,1971-03-10 12:00:00,1.0,0.8,,,
434,1971-03-11 12:00:00,4.3,0.2,,,
435,1971-03-12 12:00:00,1.2,2.0,,,
436,1971-03-13 12:00:00,0.0,2.5,,,
437,1971-03-14 12:00:00,0.1,4.1,,,
438,1971-03-15 12:00:00,0.0,4.5,,,
439,1971-03-16 12:00:00,0.5,1.8,,,
440,1971-03-17 12:00:00,0.8,4.2,,,
441,1971-03-18 12:00:00,7.1,5.9,,,
442,1971-03-19 12:00:00,1.1,4.7,,,
443,1971-03-20 12:00:00,0.0,6.5,,,
444,1971-03-21 12:00:00,0.0,8.1,,,
445,1971-03-22 12:00:00,0.0,4.0,,,
446,1971-03-23 12:00:00,0.0,0.7,,,
447,1971-03-24 12:00:00,0.1,4.2,,,
448,1971-03-25 12:00:00,3.8,5.4,,,
449,1971-03-26 12:00:00,4.4,3.5,,,
450,1971-03-27 12:00:00,0.1,3.1,,,
451,1971-03-28 12:00:00,0.0,3.7,,,
452,1971-03-29 12:00:00,0.0,4.3,,,
453,1971-03-30 12:00:00,0.0,4.5,,,
454,1971-03-31 12:00:00,0.0,4.0,,,
455,1971-04-01 12:00:00,0.0,6.0,,,
456,1971-04-02 12:00:00,0.0,7.9,,,
457,1971-04-03 12:00:00,0.0,7.2,,,
458,1971-04-04 12:00:00,0.0,6.4,,,
459,1971-04-05 12:00:00,2.3,9.1,,,
460,1971-04-06 12:00:00,0.0,7.6,,,
461,1971-04-07 12:00:00,0.0,9.5,,,
462,1971-04-08 12:00:00,0.0,11.5,,,
463,1971-04-09 12:00:00,0.0,12.4,,,
464,1971-04-10 12:00:00,0.0,8.5,,,
465,1971-04-11 12:00:00,0.0,7.5,,,
466,1971-04-12 12:00:00,0.0,8.0,,,
467,1971-04-13 12:00:00,0.0,9.8,,,
468,1971-04-14 12:00:00,0.0,9.6,,,
469,1971-04-15 12:00:00,0.0,10.0,,,
470,1971-04-16 12:00:00,0.5,13.3,,,
471,1971-04-17 12:00:00,0.0,4.9,,,
472,1971-04-18 12:00:00,0.0,7.0,,,
473,1971-04-19 12:00:00,0.0,10.4,,,
474,1971-04-20 12:00:00,0.0,10.9,,,
475,1971-04-21 12:00:00,0.2,12.9,,,
476,1971-04-22 12:00:00,0.2,15.6,,,
477,1971-04-23 12:00:00,1.4,15.5,,,
478,1971-04-24 12:00:00,1.5,8.0,,,
479,1971-04-25 12:00:00,2.5,4.9,,,
480,1971-04-26 12:00:00,12.9,4.9,,,
481,1971-04-27 12:00:00,0.3,3.6,,,
482,1971-04-28 12:00:00,0.0,3.5,,,
483,1971-04-29 12:00:00,0.0,6.2,,,
484,1971-04-30 12:00:00,0.0,7.2,,,
485,1971-05-01 12:00:00,0.0,9.1,,,
486,1971-05-02 12:00:00,0.0,8.7,,,
487,1971-05-03 12:00:00,0.0,8.7,,,
488,1971-05-04 12:00:00,0.0,9.1,,,
489,1971-05-05 12:00:00,0.0,9.4,,,
490,1971-05-06 12:00:00,0.0,12.8,,,
491,1971-05-07 12:00:00,0.0,16.3,,,
492,1971-05-08 12:00:00,0.0,16.1,,,
493,1971-05-09 12:00:00,0.0,16.6,,,
494,1971-05-10 12:00:00,0.0,15.3,,,
495,1971-05-11 12:00:00,0.0,17.0,,,
496,1971-05-12 12:00:00,0.0,16.3,,,
497,1971-05-13 12:00:00,0.0,15.9,,,
498,1971-05-14 12:00:00,0.2,15.3,,,
499,1971-05-15 12:00:00,2.1,14.8,,,
500,1971-05-16 12:00:00,0.7,17.9,,,
501,1971-05-17 12:00:00,0.4,16.8,,,
502,1971-05-18 12:00:00,2.6,18.8,,,
503,1971-05-19 12:00:00,0.0,19.3,,,
504,1971-05-20 12:00:00,0.8,19.2,,,
505,1971-05-21 12:00:00,7.5,14.2,,,
506,1971-05-22 12:00:00,0.2,15.4,,,
507,1971-05-23 12:00:00,22.7,14.4,,,
508,1971-05-24 12:00:00,42.6,12.0,,,
509,1971-05-25 12:00:00,9.6,12.3,,,
510,1971-05-26 12:00:00,8.3,9.5,,,
511,1971-05-27 12:00:00,5.3,11.3,,,
512,1971-05-28 12:00:00,2.0,10.0,,,
513,1971-05-29 12:00:00,0.0,9.7,,,
514,1971-05-30 12:00:00,0.0,13.2,,,
515,1971-05-31 12:00:00,0.0,15.6,,,
516,1971-06-01 12:00:00,4.8,16.3,,,
517,1971-06-02 12:00:00,0.1,16.8,,,
518,1971-06-03 12:00:00,0.0,17.2,,,
519,1971-06-04 12:00:00,13.7,16.0,,,
520,1971-06-05 12:00:00,2.7,15.3,,,
521,1971-06-06 12:00:00,0.0,14.7,,,
522,1971-06-07 12:00:00,0.0,14.2,,,
523,1971-06-08 12:00:00,0.0,12.0,,,
524,1971-06-09 12:00:00,1.8,13.8,,,
525,1971-06-10 12:00:00,1.1,13.2,,,
526,1971-06-11 12:00:00,9.2,12.0,,,
527,1971-06-12 12:00:00,1.9,11.1,,,
528,1971-06-13 12:00:00,0.0,11.5,,,
529,1971-06-14 12:00:00,2.3,13.9,,,
530,1971-06-15 12:00:00,3.5,11.1,,,
531,1971-06-16 12:00:00,1.6,10.1,,,
532,1971-06-17 12:00:00,5.4,10.4,,,
533,1971-06-18 12:00:00,11.5,10.2,,,
