,Date,pr,tas,GWL
0,1990-01-01,0.6,-1.7714285,44.32
1,1990-01-08,0.4,1.8714286,44.35
2,1990-01-15,2.5,5.7000003,44.36
3,1990-01-22,16.0,6.2428575,44.35
4,1990-01-29,2.3,6.457143,44.37
5,1990-02-05,6.7000003,6.0,44.37
6,1990-02-12,16.0,3.7142856,44.37
7,1990-02-19,0.5,9.599999,44.38
8,1990-02-26,36.4,4.0,44.4
9,1990-03-05,9.099999,8.1285715,44.42
10,1990-03-12,0.0,7.3142858,44.45
11,1990-03-19,2.5,9.957143,44.44
12,1990-03-26,0.6,7.057143,44.44
13,1990-04-02,1.1,6.3857145,44.44
14,1990-04-09,10.0,6.2000003,44.4
15,1990-04-16,4.9,8.571428,44.35
16,1990-04-23,7.1,9.5,44.34
17,1990-04-30,0.0,15.885715,44.31
18,1990-05-07,0.90000004,15.471429,44.29
19,1990-05-14,1.9,13.385714,44.28
20,1990-05-21,0.8,13.485715,44.26
21,1990-05-28,10.9,14.185715,44.235
22,1990-06-04,43.6,13.2,44.21
23,1990-06-11,0.2,14.185715,44.21
24,1990-06-18,2.6,17.657143,44.37
25,1990-06-25,17.3,20.657145,44.43
26,1990-07-02,16.1,15.071428,44.42
27,1990-07-09,4.4,16.628572,44.38
28,1990-07-16,0.7,17.342855,44.33
29,1990-07-23,0.1,18.185713,44.29
30,1990-07-30,0.3,22.942858,44.24
31,1990-08-06,0.8,18.457142,44.21
32,1990-08-13,23.800001,17.871428,44.19
33,1990-08-20,14.1,17.071428,44.2
34,1990-08-27,30.1,18.9,44.2
35,1990-09-03,10.1,13.385714,44.2
36,1990-09-10,7.0,12.042857,44.21
37,1990-09-17,10.7,11.242857,44.2
38,1990-09-24,17.4,11.571428,44.19
39,1990-10-01,7.4,12.300001,44.18
40,1990-10-08,0.9,10.457143,44.19
41,1990-10-15,0.2,12.085714,44.18
42,1990-10-22,12.8,5.5142856,44.17
43,1990-10-29,15.0,7.0,44.14
44,1990-11-05,2.8,4.714286,44.13
45,1990-11-12,19.0,8.942857,44.13
46,1990-11-19,9.8,3.042857,44.15
47,1990-11-26,5.4,1.1999999,44.17
48,1990-12-03,3.8,-0.1571429,44.19
49,1990-12-10,17.1,0.4,44.29
50,1990-12-17,4.5,1.0,44.33
51,1990-12-24,13.7,3.7857144,44.39
52,1990-12-31,14.3,5.2285714,44.45
53,1991-01-07,10.6,5.8285713,44.55
54,1991-01-14,0.1,-3.142857,44.54
55,1991-01-21,1.9,0.88571423,44.57
56,1991-01-28,0.1,-4.214286,44.535
57,1991-02-04,7.4,-7.0,44.5
58,1991-02-11,7.5,-3.8142858,44.5
59,1991-02-18,1.2,1.7714285,44.45
60,1991-02-25,0.0,2.3857143,44.41
61,1991-03-04,0.5,6.2714286,44.4
62,1991-03-11,2.1,9.6285715,44.4
