,Date,pr,tas,GWL
0,1990-01-01,0.6,-1.7714285,29.14
1,1990-01-08,0.4,1.8714286,29.14
2,1990-01-15,2.5,5.7000003,29.15
3,1990-01-22,16.0,6.2428575,29.16
4,1990-01-29,2.3,6.457143,29.21
5,1990-02-05,6.7000003,6.0,29.29
6,1990-02-12,16.0,3.7142856,29.32
7,1990-02-19,0.5,9.599999,29.37
8,1990-02-26,36.4,4.0,29.38
9,1990-03-05,9.099999,8.1285715,29.4
10,1990-03-12,0.0,7.3142858,29.44
11,1990-03-19,2.5,9.957143,29.47
12,1990-03-26,0.6,7.057143,29.45
13,1990-04-02,1.1,6.3857145,29.43
14,1990-04-09,10.0,6.2000003,29.39
15,1990-04-16,4.9,8.571428,29.3
16,1990-04-23,7.1,9.5,29.21
17,1990-04-30,0.0,15.885715,29.16
18,1990-05-07,0.90000004,15.471429,29.1
19,1990-05-14,1.9,13.385714,29.07
20,1990-05-21,0.8,13.485715,29.02
21,1990-05-28,10.9,14.185715,28.98
22,1990-06-04,43.6,13.2,28.94
23,1990-06-11,0.2,14.185715,29.02
24,1990-06-18,2.6,17.657143,29.1
25,1990-06-25,17.3,20.657145,29.15
26,1990-07-02,16.1,15.071428,29.1
27,1990-07-09,4.4,16.628572,29.11
28,1990-07-16,0.7,17.342855,29.02
29,1990-07-23,0.1,18.185713,28.89
30,1990-07-30,0.3,22.942858,28.87
31,1990-08-06,0.8,18.457142,28.83
32,1990-08-13,23.800001,17.871428,28.81
33,1990-08-20,14.1,17.071428,28.82
34,1990-08-27,30.1,18.9,28.815
35,1990-09-03,10.1,13.385714,28.81
36,1990-09-10,7.0,12.042857,28.84
37,1990-09-17,10.7,11.242857,28.83
38,1990-09-24,17.4,11.571428,28.82
39,1990-10-01,7.4,12.300001,28.83
40,1990-10-08,0.9,10.457143,28.82
41,1990-10-15,0.2,12.085714,28.82
42,1990-10-22,12.8,5.5142856,28.81
43,1990-10-29,15.0,7.0,28.81
44,1990-11-05,2.8,4.714286,28.82
45,1990-11-12,19.0,8.942857,28.83
46,1990-11-19,9.8,3.042857,28.91
47,1990-11-26,5.4,1.1999999,28.935
48,1990-12-03,3.8,-0.1571429,28.96
49,1990-12-10,17.1,0.4,29.04
50,1990-12-17,4.5,1.0,29.13
51,1990-12-24,13.7,3.7857144,29.24
52,1990-12-31,14.3,5.2285714,29.41
53,1991-01-07,10.6,5.8285713,29.55
54,1991-01-14,0.1,-3.142857,29.49
55,1991-01-21,1.9,0.88571423,29.39
56,1991-01-28,0.1,-4.214286,29.37
57,1991-02-04,7.4,-7.0,29.35
58,1991-02-11,7.5,-3.8142858,29.3
59,1991-02-18,1.2,1.7714285,29.26
60,1991-02-25,0.0,2.3857143,29.21
61,1991-03-04,0.5,6.2714286,29.4
62,1991-03-11,2.1,9.6285715,29.36
63,1991-03-18,25.3,8.885715,29.44
64,1991-03-25,0.0,3.042857,29.58
65,1991-04-01,5.4,9.071428,29.56
66,1991-04-08,0.7,9.914286,29.57
67,1991-04-15,3.3999999,3.5285716,29.46
68,1991-04-22,2.3,5.9000006,29.48
69,1991-04-29,8.5,6.9857144,29.41
70,1991-05-06,4.2,9.157143,29.43
71,1991-05-13,7.4,8.985715,29.46
72,1991-05-20,3.3000002,11.342857,29.38
73,1991-05-27,0.0,12.985715,29.325
74,1991-06-03,7.8,12.028571,29.27
75,1991-06-10,10.200001,14.7,29.19
76,1991-06-17,23.4,15.042857,29.15
77,1991-06-24,17.6,15.042857,29.15
78,1991-07-01,0.2,21.47143,29.3
79,1991-07-08,4.1,21.571428,29.11
80,1991-07-15,0.2,17.1,29.05
81,1991-07-22,12.0,17.571428,28.98
82,1991-07-29,16.0,19.857143,28.92
83,1991-08-05,7.5,21.314285,28.95
84,1991-08-12,1.2,17.242857,28.93
85,1991-08-19,4.5,17.014286,28.91
86,1991-08-26,0.0,15.742857,28.885
87,1991-09-02,1.0,16.371428,28.86
88,1991-09-09,0.3,13.714286,28.85
89,1991-09-16,12.4,15.357142,28.81
90,1991-09-23,1.7,14.885714,28.78
91,1991-09-30,8.400001,12.228571,28.79
92,1991-10-07,4.2,13.2,28.78
93,1991-10-14,6.6,8.9,28.77
94,1991-10-21,2.3,3.9285715,28.77
95,1991-10-28,5.7999997,3.857143,28.79
96,1991-11-04,20.7,6.1142855,28.81
97,1991-11-11,5.8,4.8857145,28.83
98,1991-11-18,4.6000004,1.6285714,28.91
99,1991-11-25,0.4,1.4714286,28.92
100,1991-12-02,3.8999999,0.6571428,28.95
101,1991-12-09,0.0,-4.4428573,28.96
102,1991-12-16,27.3,2.5142858,28.94
103,1991-12-23,10.4,3.8714287,29.01
104,1991-12-30,9.2,3.5285716,29.07
105,1992-01-06,4.0,3.885714,29.13
106,1992-01-13,3.3000002,3.8142855,29.16
107,1992-01-20,0.3,-5.071429,29.17
108,1992-01-27,0.2,-0.55714285,29.215
109,1992-02-03,1.3,4.1,29.26
110,1992-02-10,8.1,5.6714287,29.3
111,1992-02-17,2.7000003,0.98571426,29.39
112,1992-02-24,0.0,5.1571426,29.48
113,1992-03-02,4.7,6.4428573,29.48
114,1992-03-09,29.3,4.4,29.46
115,1992-03-16,10.9,5.7428575,29.55
116,1992-03-23,9.8,3.0,29.62
117,1992-03-30,13.6,5.085714,29.7
118,1992-04-06,0.0,8.1,29.59
119,1992-04-13,4.7,7.2000003,29.53
120,1992-04-20,3.8,11.242857,29.51
121,1992-04-27,5.8,9.971429,29.47
122,1992-05-04,16.5,10.900001,29.43
123,1992-05-11,5.0,14.585714,29.37
124,1992-05-18,1.0,17.642857,29.32
125,1992-05-25,0.0,17.157143,29.25
126,1992-06-01,29.7,18.642857,29.06
127,1992-06-08,8.4,15.814286,29.05
128,1992-06-15,9.0,18.171429,28.97
129,1992-06-22,1.2,18.314285,28.9
130,1992-06-29,25.3,20.114286,28.82
131,1992-07-06,7.8,17.171429,28.82
132,1992-07-13,12.4,18.485714,28.76
133,1992-07-20,22.199999,21.5,28.73
134,1992-07-27,4.6,20.6,28.715
135,1992-08-03,4.2,23.214285,28.7
136,1992-08-10,7.3999996,17.314285,28.6
137,1992-08-17,16.5,18.085714,28.61
