,Date,pr,tas,GWL
0,1990-01-01,0.6,-1.7714285,8.87
1,1990-01-08,0.4,1.8714286,8.86
2,1990-01-15,2.5,5.7000003,8.86
3,1990-01-22,16.0,6.2428575,8.88
4,1990-01-29,2.3,6.457143,8.9
5,1990-02-05,6.7000003,6.0,8.93
6,1990-02-12,16.0,3.7142856,8.95
7,1990-02-19,0.5,9.599999,8.96
8,1990-02-26,36.4,4.0,8.96
9,1990-03-05,9.099999,8.1285715,8.97
10,1990-03-12,0.0,7.3142858,8.95
11,1990-03-19,2.5,9.957143,8.96
12,1990-03-26,0.6,7.057143,8.965
13,1990-04-02,1.1,6.3857145,8.97
14,1990-04-09,10.0,6.2000003,8.99
15,1990-04-16,4.9,8.571428,9.01
16,1990-04-23,7.1,9.5,9.02
17,1990-04-30,0.0,15.885715,9.02
18,1990-05-07,0.90000004,15.471429,9.0
19,1990-05-14,1.9,13.385714,8.98
20,1990-05-21,0.8,13.485715,8.96
21,1990-05-28,10.9,14.185715,8.97
22,1990-06-04,43.6,13.2,8.98
23,1990-06-11,0.2,14.185715,9.01
24,1990-06-18,2.6,17.657143,9.03
25,1990-06-25,17.3,20.657145,9.06
26,1990-07-02,16.1,15.071428,9.06
27,1990-07-09,4.4,16.628572,9.05
28,1990-07-16,0.7,17.342855,9.05
29,1990-07-23,0.1,18.185713,9.04
30,1990-07-30,0.3,22.942858,9.01
31,1990-08-06,0.8,18.457142,8.98
32,1990-08-13,23.800001,17.871428,8.95
33,1990-08-20,14.1,17.071428,8.92
34,1990-08-27,30.1,18.9,8.915
35,1990-09-03,10.1,13.385714,8.91
36,1990-09-10,7.0,12.042857,8.91
37,1990-09-17,10.7,11.242857,8.89
38,1990-09-24,17.4,11.571428,8.87
39,1990-10-01,7.4,12.300001,8.9
40,1990-10-08,0.9,10.457143,8.89
41,1990-10-15,0.2,12.085714,8.89
42,1990-10-22,12.8,5.5142856,8.87
43,1990-10-29,15.0,7.0,8.87
44,1990-11-05,2.8,4.714286,8.85
45,1990-11-12,19.0,8.942857,8.84
46,1990-11-19,9.8,3.042857,8.81
