,Date,pr,tas,GWL
0,1990-01-01,0.6,-1.7714285,64.61
1,1990-01-08,0.4,1.8714286,64.64
2,1990-01-15,2.5,5.7000003,64.69
3,1990-01-22,16.0,6.2428575,64.72
4,1990-01-29,2.3,6.457143,64.74
5,1990-02-05,6.7000003,6.0,64.74
6,1990-02-12,16.0,3.7142856,64.82
7,1990-02-19,0.5,9.599999,64.87
8,1990-02-26,36.4,4.0,64.89
9,1990-03-05,9.099999,8.1285715,64.92
10,1990-03-12,0.0,7.3142858,64.78
11,1990-03-19,2.5,9.957143,64.66
12,1990-03-26,0.6,7.057143,64.65
13,1990-04-02,1.1,6.3857145,64.64
14,1990-04-09,10.0,6.2000003,64.64
15,1990-04-16,4.9,8.571428,64.59
16,1990-04-23,7.1,9.5,64.56
17,1990-04-30,0.0,15.885715,64.51
18,1990-05-07,0.90000004,15.471429,64.48
19,1990-05-14,1.9,13.385714,64.42
20,1990-05-21,0.8,13.485715,64.34
21,1990-05-28,10.9,14.185715,64.35
22,1990-06-04,43.6,13.2,64.36
23,1990-06-11,0.2,14.185715,64.52
24,1990-06-18,2.6,17.657143,64.64
25,1990-06-25,17.3,20.657145,64.72
26,1990-07-02,16.1,15.071428,64.61
27,1990-07-09,4.4,16.628572,64.59
28,1990-07-16,0.7,17.342855,64.54
29,1990-07-23,0.1,18.185713,64.42
30,1990-07-30,0.3,22.942858,64.28
31,1990-08-06,0.8,18.457142,64.29
32,1990-08-13,23.800001,17.871428,64.27
33,1990-08-20,14.1,17.071428,64.24
34,1990-08-27,30.1,18.9,64.24
35,1990-09-03,10.1,13.385714,64.24
36,1990-09-10,7.0,12.042857,64.32
37,1990-09-17,10.7,11.242857,64.34
38,1990-09-24,17.4,11.571428,64.38
39,1990-10-01,7.4,12.300001,64.36
40,1990-10-08,0.9,10.457143,64.36
41,1990-10-15,0.2,12.085714,64.34
42,1990-10-22,12.8,5.5142856,64.35
43,1990-10-29,15.0,7.0,64.36
44,1990-11-05,2.8,4.714286,64.34
45,1990-11-12,19.0,8.942857,64.42
46,1990-11-19,9.8,3.042857,64.54
47,1990-11-26,5.4,1.1999999,64.565
48,1990-12-03,3.8,-0.1571429,64.59
49,1990-12-10,17.1,0.4,64.74
50,1990-12-17,4.5,1.0,64.74
51,1990-12-24,13.7,3.7857144,64.92
52,1990-12-31,14.3,5.2285714,65.04
53,1991-01-07,10.6,5.8285713,65.02
54,1991-01-14,0.1,-3.142857,64.95
55,1991-01-21,1.9,0.88571423,64.9
56,1991-01-28,0.1,-4.214286,64.895
57,1991-02-04,7.4,-7.0,64.89
58,1991-02-11,7.5,-3.8142858,64.87
59,1991-02-18,1.2,1.7714285,64.88
60,1991-02-25,0.0,2.3857143,64.88
61,1991-03-04,0.5,6.2714286,64.92
62,1991-03-11,2.1,9.6285715,64.94
63,1991-03-18,25.3,8.885715,64.96
64,1991-03-25,0.0,3.042857,64.98
65,1991-04-01,5.4,9.071428,64.99
66,1991-04-08,0.7,9.914286,65.01
67,1991-04-15,3.3999999,3.5285716,65.01
68,1991-04-22,2.3,5.9000006,65.04
69,1991-04-29,8.5,6.9857144,65.06
70,1991-05-06,4.2,9.157143,65.06
71,1991-05-13,7.4,8.985715,65.0
72,1991-05-20,3.3000002,11.342857,64.92
73,1991-05-27,0.0,12.985715,64.88
74,1991-06-03,7.8,12.028571,64.84
75,1991-06-10,10.200001,14.7,64.84
76,1991-06-17,23.4,15.042857,64.81
