,Date,pr,tas,GWL
0,1990-01-01,0.6,-1.7714285,1.41
1,1990-01-08,0.4,1.8714286,1.41
2,1990-01-15,2.5,5.7000003,1.39
3,1990-01-22,16.0,6.2428575,1.38
4,1990-01-29,2.3,6.457143,1.44
5,1990-02-05,6.7000003,6.0,1.44
6,1990-02-12,16.0,3.7142856,1.47
7,1990-02-19,0.5,9.599999,1.5
8,1990-02-26,36.4,4.0,1.47
9,1990-03-05,9.099999,8.1285715,1.46
10,1990-03-12,0.0,7.3142858,1.45
11,1990-03-19,2.5,9.957143,1.5
12,1990-03-26,0.6,7.057143,1.42
13,1990-04-02,1.1,6.3857145,1.34
14,1990-04-09,10.0,6.2000003,1.28
15,1990-04-16,4.9,8.571428,1.21
16,1990-04-23,7.1,9.5,1.18
17,1990-04-30,0.0,15.885715,1.16
18,1990-05-07,0.90000004,15.471429,1.11
19,1990-05-14,1.9,13.385714,1.1
20,1990-05-21,0.8,13.485715,1.06
21,1990-05-28,10.9,14.185715,1.025
22,1990-06-04,43.6,13.2,0.99
23,1990-06-11,0.2,14.185715,0.96
24,1990-06-18,2.6,17.657143,1.0
25,1990-06-25,17.3,20.657145,1.18
26,1990-07-02,16.1,15.071428,1.48
27,1990-07-09,4.4,16.628572,1.4
28,1990-07-16,0.7,17.342855,1.33
29,1990-07-23,0.1,18.185713,1.27
30,1990-07-30,0.3,22.942858,1.06
31,1990-08-06,0.8,18.457142,0.99
32,1990-08-13,23.800001,17.871428,1.05
33,1990-08-20,14.1,17.071428,1.13
34,1990-08-27,30.1,18.9,1.125
35,1990-09-03,10.1,13.385714,1.12
36,1990-09-10,7.0,12.042857,1.13
37,1990-09-17,10.7,11.242857,1.13
38,1990-09-24,17.4,11.571428,1.14
39,1990-10-01,7.4,12.300001,1.14
40,1990-10-08,0.9,10.457143,1.13
41,1990-10-15,0.2,12.085714,1.1
42,1990-10-22,12.8,5.5142856,1.09
43,1990-10-29,15.0,7.0,1.08
44,1990-11-05,2.8,4.714286,1.15
45,1990-11-12,19.0,8.942857,1.3
46,1990-11-19,9.8,3.042857,1.34
47,1990-11-26,5.4,1.1999999,1.355
48,1990-12-03,3.8,-0.1571429,1.37
49,1990-12-10,17.1,0.4,1.46
50,1990-12-17,4.5,1.0,1.49
51,1990-12-24,13.7,3.7857144,1.51
52,1990-12-31,14.3,5.2285714,1.45
53,1991-01-07,10.6,5.8285713,1.4
54,1991-01-14,0.1,-3.142857,1.37
55,1991-01-21,1.9,0.88571423,1.28
56,1991-01-28,0.1,-4.214286,1.27
57,1991-02-04,7.4,-7.0,1.26
58,1991-02-11,7.5,-3.8142858,1.27
59,1991-02-18,1.2,1.7714285,1.3
60,1991-02-25,0.0,2.3857143,1.32
61,1991-03-04,0.5,6.2714286,1.33
62,1991-03-11,2.1,9.6285715,1.33
63,1991-03-18,25.3,8.885715,1.3
64,1991-03-25,0.0,3.042857,1.28
65,1991-04-01,5.4,9.071428,1.27
66,1991-04-08,0.7,9.914286,1.28
67,1991-04-15,3.3999999,3.5285716,1.28
68,1991-04-22,2.3,5.9000006,1.3
69,1991-04-29,8.5,6.9857144,1.31
70,1991-05-06,4.2,9.157143,1.34
71,1991-05-13,7.4,8.985715,1.35
72,1991-05-20,3.3000002,11.342857,1.37
73,1991-05-27,0.0,12.985715,1.365
74,1991-06-03,7.8,12.028571,1.36
75,1991-06-10,10.200001,14.7,1.33
76,1991-06-17,23.4,15.042857,1.29
77,1991-06-24,17.6,15.042857,1.25
78,1991-07-01,0.2,21.47143,1.25
79,1991-07-08,4.1,21.571428,1.24
80,1991-07-15,0.2,17.1,1.24
81,1991-07-22,12.0,17.571428,1.22
82,1991-07-29,16.0,19.857143,1.18
83,1991-08-05,7.5,21.314285,1.08
84,1991-08-12,1.2,17.242857,1.02
85,1991-08-19,4.5,17.014286,0.9
86,1991-08-26,0.0,15.742857,0.9
87,1991-09-02,1.0,16.371428,0.9
88,1991-09-09,0.3,13.714286,0.91
89,1991-09-16,12.4,15.357142,0.9
90,1991-09-23,1.7,14.885714,0.9
91,1991-09-30,8.400001,12.228571,0.89
92,1991-10-07,4.2,13.2,0.9
93,1991-10-14,6.6,8.9,0.94
94,1991-10-21,2.3,3.9285715,0.97
95,1991-10-28,5.7999997,3.857143,0.985
96,1991-11-04,20.7,6.1142855,1.0
97,1991-11-11,5.8,4.8857145,1.05
98,1991-11-18,4.6000004,1.6285714,1.11
99,1991-11-25,0.4,1.4714286,1.15
100,1991-12-02,3.8999999,0.6571428,1.15
101,1991-12-09,0.0,-4.4428573,1.16
102,1991-12-16,27.3,2.5142858,1.16
103,1991-12-23,10.4,3.8714287,1.15
104,1991-12-30,9.2,3.5285716,1.18
105,1992-01-06,4.0,3.885714,1.21
106,1992-01-13,3.3000002,3.8142855,1.26
107,1992-01-20,0.3,-5.071429,1.36
108,1992-01-27,0.2,-0.55714285,1.36
109,1992-02-03,1.3,4.1,1.36
110,1992-02-10,8.1,5.6714287,1.36
111,1992-02-17,2.7000003,0.98571426,1.33
112,1992-02-24,0.0,5.1571426,1.3
113,1992-03-02,4.7,6.4428573,1.33
114,1992-03-09,29.3,4.4,1.4
115,1992-03-16,10.9,5.7428575,1.45
116,1992-03-23,9.8,3.0,1.5
117,1992-03-30,13.6,5.085714,1.49
118,1992-04-06,0.0,8.1,1.46
119,1992-04-13,4.7,7.2000003,1.44
120,1992-04-20,3.8,11.242857,1.43
121,1992-04-27,5.8,9.971429,1.43
122,1992-05-04,16.5,10.900001,1.43
123,1992-05-11,5.0,14.585714,1.35
124,1992-05-18,1.0,17.642857,1.3
125,1992-05-25,0.0,17.157143,1.2
126,1992-06-01,29.7,18.642857,1.15
127,1992-06-08,8.4,15.814286,1.11
128,1992-06-15,9.0,18.171429,1.05
129,1992-06-22,1.2,18.314285,0.92
130,1992-06-29,25.3,20.114286,0.9
131,1992-07-06,7.8,17.171429,0.82
132,1992-07-13,12.4,18.485714,0.77
133,1992-07-20,22.199999,21.5,0.73
134,1992-07-27,4.6,20.6,0.73
135,1992-08-03,4.2,23.214285,0.73
136,1992-08-10,7.3999996,17.314285,0.72
137,1992-08-17,16.5,18.085714,0.7
138,1992-08-24,8.8,20.685715,0.7
139,1992-08-31,33.0,12.285714,0.74
140,1992-09-07,2.0,14.071428,0.8
141,1992-09-14,1.5,13.314285,0.84
142,1992-09-21,0.5,14.428572,0.88
143,1992-09-28,3.0,12.614286,0.88
144,1992-10-05,13.599999,8.742857,0.9
145,1992-10-12,2.5,3.3285716,0.9
146,1992-10-19,14.3,5.2285714,0.92
147,1992-10-26,8.3,3.7857144,0.96
148,1992-11-02,4.0,7.4714284,1.0
149,1992-11-09,17.6,4.4857144,1.02
150,1992-11-16,22.3,4.3285713,1.09
151,1992-11-23,13.3,5.8714285,1.13
152,1992-11-30,15.1,5.0,1.14
153,1992-12-07,13.3,2.6142857,1.18
154,1992-12-14,9.6,1.7285715,1.24
155,1992-12-21,3.8999999,-1.3857144,1.29
156,1992-12-28,0.0,-7.3285713,1.3
157,1993-01-04,4.1,1.6142856,1.31
158,1993-01-11,22.4,7.5428576,1.34
159,1993-01-18,13.1,7.1571426,1.36
160,1993-01-25,20.4,-3.3714287,1.38
161,1993-02-01,3.2,-4.7000003,1.38
162,1993-02-08,0.1,-0.88571423,1.38
163,1993-02-15,20.699999,1.3000001,1.39
164,1993-02-22,0.70000005,-2.0857143,1.4
165,1993-03-01,1.9000001,0.38571426,1.36
166,1993-03-08,0.8,3.4714284,1.34
167,1993-03-15,0.8,9.0,1.34
168,1993-03-22,3.2,3.5285714,1.34
169,1993-03-29,0.4,4.8142858,1.32
170,1993-04-05,3.9,6.357143,1.3
171,1993-04-12,4.7,9.328572,1.25
172,1993-04-19,4.6,14.814285,1.27
173,1993-04-26,3.7,17.542858,1.235
174,1993-05-03,1.3000001,12.242857,1.2
175,1993-05-10,3.3,16.27143,1.13
176,1993-05-17,28.3,16.142857,1.06
177,1993-05-24,33.9,15.657143,1.03
178,1993-05-31,33.1,16.8,1.05
179,1993-06-07,25.199999,18.128572,1.03
180,1993-06-14,6.0,14.971429,1.12
181,1993-06-21,3.9,13.757143,1.19
182,1993-06-28,1.3,17.928572,1.15
183,1993-07-05,31.2,15.142858,1.12
184,1993-07-12,33.9,15.757143,1.08
185,1993-07-19,8.2,15.728571,1.08
186,1993-07-26,34.3,16.685715,1.075
187,1993-08-02,1.8,18.671429,1.07
188,1993-08-09,12.4,17.842857,1.06
189,1993-08-16,5.8,17.2,1.03
190,1993-08-23,0.3,12.328572,1.02
191,1993-08-30,13.6,11.714286,1.1
192,1993-09-06,8.599999,13.271429,1.16
193,1993-09-13,16.199999,11.071428,1.17
194,1993-09-20,3.4,14.085714,1.2
195,1993-09-27,11.099999,9.6285715,1.205
196,1993-10-04,3.6000001,12.728571,1.21
197,1993-10-11,5.5,9.7,1.22
198,1993-10-18,3.4,4.2714286,1.24
199,1993-10-25,0.1,3.642857,1.26
200,1993-11-01,7.4,2.5857143,1.3
201,1993-11-08,13.200001,4.7999997,1.31
202,1993-11-15,2.8,-1.5285715,1.35
203,1993-11-22,2.8,-4.7714286,1.36
204,1993-11-29,1.9,-6.81196e-08,1.41
205,1993-12-06,18.6,4.5,1.49
206,1993-12-13,12.2,5.3428574,1.55
207,1993-12-20,26.2,1.7857143,1.57
208,1993-12-27,13.4,2.7,1.57
209,1994-01-03,12.5,4.2714286,1.57
210,1994-01-10,11.099999,4.3142858,1.57
211,1994-01-17,3.8,0.90000004,1.58
212,1994-01-24,18.8,4.0285716,1.57
213,1994-01-31,3.0,2.5571427,1.55
214,1994-02-07,2.3,0.35714287,1.54
215,1994-02-14,3.5,-5.8857145,1.52
216,1994-02-21,7.8,-1.2142857,1.49
217,1994-02-28,13.599999,5.542857,1.5
218,1994-03-07,9.0,7.942857,1.5
219,1994-03-14,45.0,4.542857,1.54
220,1994-03-21,12.8,6.4857144,1.58
221,1994-03-28,5.9,8.671429,1.575
222,1994-04-04,14.0,4.7285714,1.57
223,1994-04-11,54.3,6.4714284,1.55
224,1994-04-18,1.8,10.485715,1.54
225,1994-04-25,4.1000004,14.3,1.48
226,1994-05-02,12.799999,11.599999,1.4
227,1994-05-09,1.0,14.8,1.34
228,1994-05-16,54.4,14.571428,1.24
229,1994-05-23,19.2,12.914286,1.45
230,1994-05-30,9.5,14.085714,1.4
231,1994-06-06,7.3,14.099999,1.32
232,1994-06-13,4.1,15.042857,1.3
233,1994-06-20,0.0,18.757143,1.26
234,1994-06-27,0.3,21.885714,1.25
235,1994-07-04,19.5,18.542858,1.24
236,1994-07-11,13.5,22.171429,1.2
237,1994-07-18,0.0,21.4,1.14
238,1994-07-25,4.7,25.199999,1.09
239,1994-08-01,2.9,23.342855,0.95
