,Date,pr,tas,GWL
0,1990-01-01,0.6,-1.7714285,3.35
1,1990-01-08,0.4,1.8714286,3.32
2,1990-01-15,2.5,5.7000003,3.34
3,1990-01-22,16.0,6.2428575,3.38
4,1990-01-29,2.3,6.457143,3.33
5,1990-02-05,6.7000003,6.0,3.29
6,1990-02-12,16.0,3.7142856,3.44
7,1990-02-19,0.5,9.599999,3.48
8,1990-02-26,36.4,4.0,3.49
9,1990-03-05,9.099999,8.1285715,3.48
10,1990-03-12,0.0,7.3142858,3.46
11,1990-03-19,2.5,9.957143,3.45
12,1990-03-26,0.6,7.057143,3.45
13,1990-04-02,1.1,6.3857145,3.45
14,1990-04-09,10.0,6.2000003,3.44
15,1990-04-16,4.9,8.571428,3.42
16,1990-04-23,7.1,9.5,3.41
17,1990-04-30,0.0,15.885715,3.4
18,1990-05-07,0.90000004,15.471429,3.39
19,1990-05-14,1.9,13.385714,3.37
20,1990-05-21,0.8,13.485715,3.34
21,1990-05-28,10.9,14.185715,3.315
22,1990-06-04,43.6,13.2,3.29
23,1990-06-11,0.2,14.185715,3.29
24,1990-06-18,2.6,17.657143,3.78
25,1990-06-25,17.3,20.657145,3.75
26,1990-07-02,16.1,15.071428,3.72
27,1990-07-09,4.4,16.628572,3.57
28,1990-07-16,0.7,17.342855,3.47
29,1990-07-23,0.1,18.185713,3.45
30,1990-07-30,0.3,22.942858,3.34
31,1990-08-06,0.8,18.457142,3.35
32,1990-08-13,23.800001,17.871428,3.33
33,1990-08-20,14.1,17.071428,3.32
34,1990-08-27,30.1,18.9,3.33
35,1990-09-03,10.1,13.385714,3.34
36,1990-09-10,7.0,12.042857,3.37
37,1990-09-17,10.7,11.242857,3.4
38,1990-09-24,17.4,11.571428,3.41
39,1990-10-01,7.4,12.300001,3.38
40,1990-10-08,0.9,10.457143,3.37
41,1990-10-15,0.2,12.085714,3.35
42,1990-10-22,12.8,5.5142856,3.27
43,1990-10-29,15.0,7.0,3.29
44,1990-11-05,2.8,4.714286,3.33
45,1990-11-12,19.0,8.942857,3.39
46,1990-11-19,9.8,3.042857,3.41
47,1990-11-26,5.4,1.1999999,3.425
48,1990-12-03,3.8,-0.1571429,3.44
49,1990-12-10,17.1,0.4,3.45
50,1990-12-17,4.5,1.0,3.52
51,1990-12-24,13.7,3.7857144,3.54
52,1990-12-31,14.3,5.2285714,3.54
53,1991-01-07,10.6,5.8285713,3.55
54,1991-01-14,0.1,-3.142857,3.57
55,1991-01-21,1.9,0.88571423,3.54
56,1991-01-28,0.1,-4.214286,3.515
57,1991-02-04,7.4,-7.0,3.49
58,1991-02-11,7.5,-3.8142858,3.45
59,1991-02-18,1.2,1.7714285,3.44
60,1991-02-25,0.0,2.3857143,3.42
61,1991-03-04,0.5,6.2714286,3.44
62,1991-03-11,2.1,9.6285715,3.46
63,1991-03-18,25.3,8.885715,3.5
64,1991-03-25,0.0,3.042857,3.52
65,1991-04-01,5.4,9.071428,3.48
66,1991-04-08,0.7,9.914286,3.52
67,1991-04-15,3.3999999,3.5285716,3.49
68,1991-04-22,2.3,5.9000006,3.45
69,1991-04-29,8.5,6.9857144,3.54
70,1991-05-06,4.2,9.157143,3.59
71,1991-05-13,7.4,8.985715,3.62
72,1991-05-20,3.3000002,11.342857,3.61
73,1991-05-27,0.0,12.985715,3.57
74,1991-06-03,7.8,12.028571,3.53
75,1991-06-10,10.200001,14.7,3.46
76,1991-06-17,23.4,15.042857,3.44
77,1991-06-24,17.6,15.042857,3.47
