"","Prc.sum","expl.frac","wmSrc_time","wmSrc_lon","wmSrc_lat","wmSrc_p","wmSrc_Z","wmSrc_nocfblh","wmSrc_T","wmSrc_Q","wmSrc_PS","wmSrc_evs","wmSrc_RH","wmSrc_dQ","wmSrc_Q.upt","wmSrc_Prc.frac","wmSrc_Prc.upt","wmSrc_Rainout.frac","wmSrc_cum.dist","wmSrc_sd.lat","wmSrc_sd.lon","wmSrc_sd.p","wmSrc_sd.Z","wmSrc_sd.nocfblh","wmSrc_sd.T","wmSrc_sd.PS","wmSrc_sd.RH","wmSnk_lon","wmSnk_lat","wmSnk_p","wmSnk_Z","wmSnk_nocfblh","wmSnk_T","wmSnk_Q","wmSnk_nocftp","wmSnk_PS","wmSnk_RH","wmSnk_dQ","Ele..m.","Type_main","type","ISO","mw18O","mwdD","Monat","Prc.season","humid.arid","RFZraster","Africa","Oceans","NEAR_DIST","d.Excess","Forest_clr","Shrub_clr","Cropland_clr","Bare_clr","Water_clr","Artificial_clr","Africa_clr","Oceans_clr","Land.Ocean"
"19LESSA10W",5.627,0.747489023464952,-53.1875035749645,27.7610577807893,-28.6979160570911,849.557169530905,777.999184784089,926.723889362763,285.997924631267,7.40517781938543,9.31248584830625,-0.113633514796516,65.5766800150989,0.514910595210954,0.267815191024155,0.0398991556670105,0.0273904610583273,0.432771488863771,1264759.97799643,0.442083942908854,-1.84894221921075,101.707516074356,-944.405815215911,522.838867681583,8.12493387242542,0.980009395489467,-23.0247765336838,29.61,-29.14,747.849653456549,1722.405,403.88502168118,277.872990758841,6.49491985071974,0.418919317575973,8.33247645281678,88.6014565487827,-0.436143415674427,1518,"River","River","ZAF",-2.7721735,-7.595871175,"5","0","0","SRZm",0.816602861133819,0.183397138866181,158094.155394,14.581516825,2.38294301544983,2.17747799395878,1.63341751936957,-6.20331627768409,1.69090029759632,-1.6814225486904,0.7467494617027,-0.7467494617027,4.45264776856561
"19LESSA11W",4.584,0.823621427395063,-51.1662545730989,29.4759787170419,-28.4626611195043,852.110381833854,950.129065849064,788.984448766453,287.690995129522,7.91655753046638,9.1332979005216,-0.151791205971601,63.7859605440558,1.07111924981959,0.522614326373058,0.0773691166863676,0.0491052296962984,0.510218355763162,935097.32794136,0.857338880495747,-0.144021282958056,108.960294573819,-992.987934150937,388.328725817064,10.4036384541295,1.01949052704865,-25.7795150231345,29.62,-29.32,743.150087260035,1943.117,400.655722949389,277.287356675393,6.25458878708552,0.390511343804537,8.11380737347295,89.5654755671902,-0.400122164048866,1994,"River","Stream","ZAF",-3.175786,-9.1245971,"5","0","3","SRZm",0.858342394681501,0.141657605318499,147387.504812,16.2816909,1.47009856439712,0.101480551569707,0.539714460317992,0,0.166405771218986,-2.27769934750381,0.900795082765761,-0.900795082765761,6.05927505799373
"19LESSA12W",4.61100000000001,0.820498912396557,-56.8841657492413,29.6154303699046,-28.705921415206,853.733661624422,966.195787644244,736.223126835233,287.715906998771,8.03327906455522,9.11778255811507,-0.161433128950498,64.9600917073447,0.998848376630915,0.4633069911317,0.0682292398632199,0.0428397104102036,0.529620957561053,1031272.19203408,0.614078584793955,-0.00456963009539666,110.738649696423,-976.921212355756,336.68026498314,10.4252290547238,1.00426206364533,-24.5199759569363,29.62,-29.32,742.995011927998,1943.117,399.542861852093,277.290677944047,6.25118889611798,0.395896551724138,8.11352049446975,89.4800676642811,-0.405758620689655,1992,"River","Stream","ZAF",-2.992357,-8.111403975,"5","0","3","SRZm",0.83955368514422,0.16044631485578,147290.010335,15.827452025,1.32807684948157,0.224437221856139,0.403523101107111,0,0.245921552639382,-2.2019587250842,0.827455511843397,-0.827455511843397,5.23261432273385
"19LESSA13W",3.542,0.709208199582543,-51.5385225781647,27.8995052132517,-27.6340218561108,826.318331394474,1051.24617766541,896.715025380653,285.699550389643,7.35975452702502,9.03561355530491,-0.120524536821331,66.0401442367749,0.818333672446519,0.430079631583032,0.0684574573900871,0.0304881562389769,0.441445657072093,1141561.96017793,1.87597814388924,-1.8204947867483,82.9106521172297,-650.777822334586,443.761734866819,8.20614440432374,0.689544949997174,-21.6492086711867,29.72,-29.51,743.407679277244,1702.024,452.953290513834,277.493405985319,6.30157651044608,0.301745341614907,8.34606860530774,87.6893529079616,-0.276987577639752,1542,"River","River","ZAF",-3.20464,-12.74792675,"5","0","0","SRZm",0.888510662411914,0.111489337588086,128044.100986,12.88919325,1.91535784675581,1.48940503023053,0.51637227338146,-2.80479902149986,0.502974348861195,-1.61931047772914,1.03780884433568,-1.03780884433568,7.96946758886172
"19LESSA14W",1.509,0.572011555981068,-64.5372206508254,27.9192667864991,-24.1995105716661,780.748375988324,1029.62311082275,1321.75234491626,284.442662531919,6.59424578925274,9.05893584370611,-0.116410143298118,59.6129084249483,0.803964443490527,0.309375770473466,0.0721891245370907,0.0212952828589833,0.593549697030741,1732454.37455308,5.40048942833391,-1.39073321350091,137.9054336424,-1275.67088917725,876.773124240315,13.6329395365579,1.31472378273858,-25.5363712304526,29.31,-29.6,642.842942345924,2305.294,444.979220675944,270.809722995361,4.563887342611,0.178891318754142,7.74421206096753,85.1492796554009,-0.200359840954274,2325,"River","Stream","ZAF",-3.69086425,-16.1024141,"5","0","3","SRZe",0.947783423459245,0.0522165765407552,159183.655874,13.4244999,1.01564385752656,1.70819947297075,1.07562200759193,0,-0.458254225262569,-3.34121111282667,1.44936300857932,-1.44936300857932,18.1510065624371
"19LESSA24W",0.0270000000000001,0.463608616394517,-44.8148842217043,24.3596233703289,-25.7000992671393,687.279302380193,1515.20461754782,2199.14586947016,278.052234319505,4.11004561793298,8.52956530563166,-0.1365068875058,52.3093838687239,0.450475592897354,0.214284082853911,0.061682863110338,0.00154365219957328,0.362265209674953,1474120.79793017,3.7799007328607,-4.21037662967112,87.2793023801926,-940.842382452177,2024.88253613683,10.3369009861719,0.895898638964995,-28.7812827979428,28.57,-29.48,600,2456.047,174.263333333334,267.715333333333,3.43466666666667,0,7.63366666666667,81.0906666666667,-0.0150000000000002,2177,"River","Stream","LSO",-2.5179148,-14.26764092,"5","0","3","SRZe",1,0,227526.80142,5.87567748,-1.81377171221274,2.79647462440349,-0.982702912190747,0,0,0,0,0,Inf
"19LESSA25W",0.0449999999999999,0.471354820794871,-84.2698262842884,25.4653138792361,-21.4658471040206,677.392404848874,1713.47843671614,1723.02710426333,277.259201917361,4.91252176065658,8.34026782431762,-0.170723343007414,62.1343006632479,0.676111995625378,0.219753187396582,0.0625186877372921,0.00430174456907972,0.476673595696576,2447678.94474013,7.9441528959794,-3.16468612076392,77.3924048488736,-810.301563283865,1444.19110426333,9.31920191736132,0.773267824317624,-18.4206993367521,28.63,-29.41,600,2523.78,278.836,267.94,3.47,0,7.567,80.555,-0.0449999999999999,1967,"River","Stream","LSO",-2.0336485,-10.808385625,"5","0","0","SRZe",1,0,226681.881496,5.460802375,0.730336503741929,1.3348646725255,-2.06520117626743,0,0,0,0,0,Inf
"SLW15",2.321,0.731607741823271,-71.9877196474406,24.8439859830221,-20.8573941390904,699.327812353753,977.487788131497,2431.1881129179,278.779016750417,3.32482154730914,9.07706096185489,-0.049180821966001,40.7420199222746,0.691917220943072,0.385654537089143,0.111626169407988,0.0698518093072645,0.414698012890377,1866138.68886854,7.90260586090958,-3.74601401697787,155.316610285679,-1397.8512118685,1190.25520899717,14.6346798266772,1.3819420475938,-42.8766995951747,28.59,-28.76,544.011202068074,2375.339,1240.93290392072,264.14433692374,2.97977208099957,0.011425247738044,7.69511891426109,83.6187195174494,-0.358560534252478,2484,"River","Cascade Stream","LSO",-2.85135025,-7.99453918333333,"9","1","3","SRZe",0.937328439724257,0.0626715602757433,265530.25064,14.8162628166667,0.250259265395517,1.3816592241949,0.257642966725764,-1.04203940539321,-0.847522050922966,0,1.35256299142572,-1.35256299142572,14.9562007966641
"SLW22",4.058,0.6794282248195,-84.9420231131888,26.1712076228183,-20.4926332424032,766.351549639281,861.264831585381,1826.13623298674,282.456459324198,4.83384459030065,9.21465501159043,-0.0951855895762197,49.110892052919,0.573350388084351,0.272823801673492,0.0778437970722576,0.0301321519786132,0.512297206646734,2452452.45322101,8.93736675759682,-1.7687923771817,209.784275119814,-1248.97916841462,753.463183454955,16.7691609013293,1.28374668236421,-37.4335202191362,27.94,-29.43,556.567274519468,2110.244,1072.67304953179,265.687298422868,3.51205741744702,0.197136027599803,7.93090832922622,86.5444122720552,-0.244186298669295,2292,"River","Stream","LSO",-3.3753595,-13.220518,"9","1","3","SRZe",0.809519298817151,0.190480701182849,282975.330992,13.782358,1.44811246259165,2.33084760334297,0.711763302513827,-2.23165594263532,1.38665770304616,-3.64572512885929,0.723444864970919,-0.723444864970919,4.24987567659185
"19LESSA34W",6.834,0.847453673532377,-40.2493846564635,28.4852147163858,-30.4909721835949,899.131186642568,188.516403585414,997.874123606567,285.866827029082,6.39976476430192,9.9606964416285,-0.275187006771921,60.714820074881,0.526610757842444,0.401003082605598,0.0435287772156085,0.070005370057876,0.262737428189811,1236372.04127919,-5.58097218359493,-2.36478528361417,75.5651930809638,-1027.92859641459,734.972031127784,3.33126557166346,1.08037539977892,-27.8664324858448,30.85,-24.91,823.565993561604,1216.445,262.902092478783,282.535561457419,7.96012657301727,0.403997658764998,8.88032104184958,88.5812525607258,-1.0591568627451,1431,"River","Creek","ZAF",-2.8637506,-7.52644542,"6","0","0","SRZm",0.301882524983904,0.698117475016096,210300.762484,15.38355938,1.10603727658305,0.235633204493454,0.186756983676171,0,2.55409629592018,-4.08252376067286,-0.419174719668693,0.419174719668693,0.432423676225758
"19LESSA35W",7.218,0.944610803998764,-30.8331304222025,29.8322263649253,-30.801891523506,881.43271674471,247.25090382644,1029.82440801027,284.35350161432,5.9266567515819,9.89200867581654,-0.263448252662829,59.9570647583306,0.653748592073287,0.526111309268681,0.0594694773338424,0.104661508636229,0.239026896531837,1067638.9217718,-5.96189152350603,-1.00777363507475,58.309968060864,-955.77409617356,747.152324746211,1.63189576782503,0.998243089781633,-26.3404754190038,30.84,-24.84,823.122748683846,1203.025,282.672083264062,282.721605846495,7.85121778886118,0.320647824882239,8.89376558603491,86.2975401773344,-1.14806760875589,1398,"River","Creek","ZAF",-3.180595,-11.49101348,"6","0","0","SRZm",0.364556254693821,0.635443745306179,215171.288957,13.95374652,0.334702297998536,-0.521295352871994,-1.21983518588349,0,1.40642824075695,0,-0.277821346468936,0.277821346468936,0.573703427544424
"19KHS2W",4.499,0.315597899555034,-78.3302904678427,15.3147772310451,-27.6651353711883,850.620087176071,478.591031854414,1361.69484222381,280.886719558481,4.89902531101286,9.65092427418487,-0.112343490615436,63.7219929953174,0.705479611017457,0.34470818998823,0.0861089444925525,0.074407790703057,0.44097921742902,2365032.96268455,4.4748646288117,-3.6852227689549,128.570742877338,-26.7439681455862,729.914214751038,10.1778784826859,0.0725481906107394,-27.2135342329555,19,-32.14,722.049344298733,505.335,631.780627472772,270.708841075795,4.37291531451434,0.450263836408091,9.57837608357413,90.9355272282729,-0.418589686597022,683,"River","creek","ZAF",-4.1097625,-16.2829848333333,"9","1","0","WRZ",0.466622331760835,0.533377668239165,63289.3240438,16.5951151666667,-1.5117893441146,0.86928859007689,0.423596633136132,-1.29695177463336,1.51585589553494,0,-0.0668547625003829,0.0668547625003829,0.874844148052338
"19KHS4W",6.061,0.698428559313937,-47.9545914616052,17.0747298557596,-35.3733060096393,938.805801990388,99.3917783332105,946.296680570845,283.220476489466,6.35917302894894,10.0690178858835,-0.183779224378417,75.5468005135293,0.350662924612231,0.225020039727225,0.0366208184377996,0.0181951198631588,0.302977972926047,1670683.32216409,-1.65330600963935,-2.10527014424037,83.7488806902729,-429.39522166679,442.381715713561,3.30602590375418,0.511385317000456,-17.3520432416266,19.18,-33.72,855.056921300116,528.787,503.914964857284,279.914450585712,6.99971654842435,0.156693449925755,9.55763256888302,92.8988437551559,-0.319004619699719,366,"River","Stream","ZAF",-4.48744075,-21.01064884,"9","1","3","WRZ",0.137223850672183,0.862776149327817,53882.7902927,14.88887716,0.0896025678712102,0.452266275035373,-0.216356041650263,-0.0693104049837969,3.32958093611928,-3.5857833323918,-0.919270865946308,0.919270865946307,0.159049193442694
"19KHS6W",4.064,0.747343301409502,-55.5963717148868,19.1718915541224,-35.2160793207202,929.488689547898,101.028823345081,1008.37532262118,283.259521432713,6.3503053314932,10.0620542542556,-0.176867879900229,73.5123250717416,0.429163877253229,0.24695327626836,0.0443837893326385,0.030616077235793,0.36924200709745,2152337.36311763,-1.63607932072021,0.0418915541224341,112.375008445536,-392.769176654919,402.275950327877,4.55063929688592,0.473953368428838,-18.439938461723,19.13,-33.58,817.113681102362,493.798,606.099372293307,278.708882135827,6.78495078740158,0.168562746062992,9.58810088582677,91.9522635334646,-0.396228346456693,370,"River","creek","ZAF",-3.0609883,-6.521005425,"9","1","3","WRZ",0.131611197480807,0.868388802519193,64143.2009453,17.966900975,-1.14823337138371,-0.364808239236626,-0.770979883023633,0,2.28402149364397,0,-0.943393720513963,0.943393720513963,0.151557916337709
"MOREMIGORGEW1",2.836,0.549049787641809,-49.0059597956397,31.3657693531661,-20.5445858530045,773.045411226809,591.10350052493,1776.24018536118,285.91752342699,7.67879061824991,9.4789200566602,-0.127546272969841,62.6828997260053,0.724682574429672,0.414619205963057,0.0572325233790832,0.0255499349762959,0.388456548597871,1213724.17014738,2.06541414699549,3.9257693531661,91.4868780815336,-360.29149947507,772.015869070631,8.92738661457843,0.36182132605371,-24.6059507676478,27.44,-22.61,681.558533145275,951.395,1004.22431629055,276.990136812412,7.71111636107193,0.0258233427362483,9.11709873060649,87.288850493653,-0.293355430183357,961,"River","Cascade Stream","BWA",-5.684280625,-34.8743864333333,"11","3","3","SRZm",0.763561610391397,0.236438389608603,639336.108301,10.5998585666667,0.717610763270975,1.06274007631747,0.324219380395639,-2.78888867563274,0.684318455648661,0,0.586153075574091,-0.586153075574091,3.22943161495638
"20KHW1",7.411,0.581270704276144,-45.6019913146255,31.6140668417265,-31.8215554422505,835.345450674262,842.063735140557,936.79931064564,285.960315537745,8.52142068970581,9.26985146381811,-0.235350935252709,76.6262496147422,0.492861419892776,0.322898222339923,0.0389476844831733,0.0165662465489092,0.332667414371819,995731.913586834,-3.13155544225047,2.72406684172649,132.903135197268,-1303.12026485944,340.26398342934,5.24653413172705,1.34842034790932,-12.0304639191938,28.89,-28.69,702.442315476994,2145.184,596.5353272163,280.713781406018,8.3243973822696,0.53221441101066,7.92143111590878,88.656713533936,-0.313133855080286,2138,"River","creek","ZAF",-4.003019875,-16.1416832,"2","3","3","SRZe",0.591315787220348,0.408684212779652,242696.945348,15.8824758,1.18480464646068,1.29500206069246,0.50874607579834,-3.2588102032268,1.81408100458497,-1.54382358430966,0.184703719856145,-0.184703719856145,1.44687699874319
"20KHW2",5.073,0.660781951725583,-57.8153714660279,32.7589904558659,-32.2469618506891,860.375583133976,680.598415562703,849.56675731503,287.387302604387,9.10073363902134,9.44301241516195,-0.245663681235623,77.5634282552764,0.530611828271192,0.305153295869617,0.0372621158440017,0.0135397754452875,0.416436664774512,1232667.34545973,-3.61696185068914,3.91899045586587,157.054077121754,-1409.1515844373,186.771877165218,6.46615062331046,1.47143484764766,-10.1411954387902,28.84,-28.63,703.321506012221,2089.75,662.794880149813,280.921151981076,8.34874709245023,0.415488271239898,7.97157756751429,87.7046236940666,-0.270258426966292,1701,"River","River","ZAF",-2.50338475,-11.7948959,"2","3","3","SRZe",0.487728063909324,0.512271936090676,250748.53356,8.2321821,2.36139756816153,2.78161647137456,2.23318362425647,-8.57243535892521,3.63344932739845,-2.43721163226579,-0.0245488023865815,0.0245488023865815,0.952088196810751
"20KHW8",9.879,0.742817235294885,-63.2444901647992,27.2161120734058,-30.5766881737208,836.600416523268,690.807231407826,1033.41806599949,285.615666273404,8.37652361823523,9.40549981591946,-0.277128188041847,75.2798405115321,0.584701499279025,0.331501583805449,0.0394370142336195,0.0225560253009279,0.416692222191388,1553808.00694707,-0.736688173720775,-0.323887926594171,99.4863361507605,-1078.57876859217,798.283588522012,4.22213474187281,1.12558403496997,-14.3093141599934,27.54,-29.84,737.114080372507,1769.386,235.134477477478,281.393531531532,8.34636592772548,0.202235246482438,8.27991578094949,89.5891546715255,-0.361672942605527,1914,"River","Stream","LSO",-3.5106985,-17.321518275,"3","3","3","SRZe",0.564040868065594,0.435959131934406,273228.501375,10.764069725,0.258995108369551,1.02918830549216,0.776945540011015,0,1.57323019378868,-3.63835914766141,0.128789102560884,-0.128789102560884,1.29379298826216
"20KHW9",8.656,0.760815714597578,-69.4096742439939,27.5892504499952,-31.687797766925,844.162033729299,693.864696512396,1058.92927200058,284.991280757229,8.04288755134466,9.41610767378807,-0.298266709328283,74.9069982418667,0.52357783201374,0.285138079811926,0.0343286825925287,0.0172540691054962,0.427613253768022,1556346.13257195,-1.78779776692505,-0.04074955000476,112.478808220981,-1165.4663034876,765.773224981177,3.97972749937318,1.22093784938881,-14.0911369244919,27.63,-29.9,731.683225508318,1859.331,293.156047019408,281.011553257856,8.15088250924214,0.28215676987061,8.19516982439926,88.9981351663586,-0.335782116451017,1568,"River","Stream","LSO",-2.8374385,-13.064848525,"3","3","3","SRZe",0.501771488567468,0.498228511432532,262912.16945,9.634659475,0.0710937970912551,1.27105641929751,0.862414017774243,0,1.93604718612091,-4.14061142028392,0.00354299195967533,-0.00354299195967533,1.00711114890786
"MOREMIGORGEW2",2.836,0.549049787641809,-49.0059597956397,31.3657693531661,-20.5445858530045,773.045411226809,591.10350052493,1776.24018536118,285.91752342699,7.67879061824991,9.4789200566602,-0.127546272969841,62.6828997260053,0.724682574429672,0.414619205963057,0.0572325233790832,0.0255499349762959,0.388456548597871,1213724.17014738,2.06541414699549,3.9257693531661,91.4868780815336,-360.29149947507,772.015869070631,8.92738661457843,0.36182132605371,-24.6059507676478,27.44,-22.61,681.558533145275,951.395,1004.22431629055,276.990136812412,7.71111636107193,0.0258233427362483,9.11709873060649,87.288850493653,-0.293355430183357,961,"River","Cascade Stream","BWA",-6.2092345,-36.0293007333333,"11","3","3","SRZm",0.763561610391397,0.236438389608603,639336.108301,13.6445752666667,0.717610763270975,1.06274007631747,0.324219380395639,-2.78888867563274,0.684318455648661,0,0.586153075574091,-0.586153075574091,3.22943161495638
"20KHW3",7.959,0.598683647769787,-60.1057727035456,30.3620287865336,-27.8523885146237,779.883436599603,1005.24786293181,1269.59256704869,286.524254043913,8.67082111495625,9.05961355876821,-0.259299909644821,65.9382283653416,0.706989633506551,0.321935441444329,0.0543261236276993,0.035483065243844,0.555924212466663,1117907.46352039,0.707611485376269,1.95202878653358,212.111103391914,-966.926137068192,739.271192252862,14.8607700635136,0.977487160979548,-24.3394885588951,28.41,-28.56,567.772333207689,1972.174,530.321374795829,271.6634839804,6.09317590149516,0.20109775097374,8.08212639778867,90.2777169242367,-0.453454579721071,1697,"River","River","ZAF",-2.920222,-13.1026911833333,"2","3","3","SRZe",0.782128211329313,0.217871788670687,291117.848066,10.2590848166667,1.88340293079821,2.61651401225539,2.90719468649466,-9.73383416834377,2.33326989763783,-0.00654735884233304,0.63905595790065,-0.63905595790065,3.58985537366428
"19LESSA36W",6.989,0.907288978055421,-39.8994754712797,27.824920516341,-32.1756100912235,899.36235170938,105.109032477893,1177.03873699934,283.853470237515,6.2313498194526,10.0563839163795,-0.325575416168542,64.5959167180836,0.501451109170163,0.372711071232498,0.0439963380438646,0.0721787077082644,0.268091760292023,1428048.35859908,-7.07561009122351,-2.88507948365903,82.8363823289248,-1266.59496752211,962.556778922363,2.27882307769203,1.32410562191673,-23.1110882897859,30.71,-25.1,816.525969380455,1371.704,214.481958076978,281.574647159823,7.45119716697668,0.301007583345257,8.73227829446273,87.7070050078695,-0.971750035770496,1110,"River","Creek","ZAF",-3.62388175,-13.8669282833333,"6","0","0","SRZm",0.204263953954214,0.795736046045786,211850.497352,15.1241257166667,0.962188710194165,0.544041634793531,-0.567713785354626,0,2.94831730556279,-3.88683386519586,-0.679927240493987,0.679927240493987,0.256698128693872
"19KHS5W",4.182,0.639390495452943,-53.7215195752871,14.6840461450976,-33.8093071109928,896.683775711283,199.097204282639,1180.73382888968,280.379366591795,5.49710978354236,9.94813600098751,-0.186645704653602,75.4091681425832,0.333716465958282,0.213484164257289,0.0377823790103235,0.0183265439427691,0.358955186473625,1808571.25589052,-0.419307110992818,-4.60595385490241,91.243794840886,-489.511795717362,765.021935537215,3.54525468361665,0.568275647089856,-13.9789210491911,19.29,-33.39,805.439980870397,688.609,415.711893352463,276.834111908178,5.80674270683883,0.148291009086561,9.37986035389766,89.3880891917743,-0.370369679579149,382,"River","creek","ZAF",-4.6609426,-19.161124575,"9","1","3","WRZ",0.18841048511956,0.81158951488044,85868.656743,18.126416225,0.130993616044439,-0.471659398883421,-1.82155109200523,0,2.16221687484421,0,-0.730185837350401,0.730185837350401,0.232149974420648
"19LESSA30W",0.122,0.518165409481229,-86.8272818476165,25.5989797488182,-26.6440022869545,725.774221504486,1421.82478705959,1485.18474147582,280.530242306245,3.89290902194431,8.6442078121186,-0.0824359030381918,45.0523450693779,0.731800987600922,0.246631304656298,0.0760034837153459,0.0141780198979697,0.548514707210687,2420089.29086344,2.34599771304552,-3.10102025118178,125.774221504487,-1251.89221294041,1469.53774147582,13.9492423062448,1.1722078121186,-35.4086549306221,28.7,-28.99,600,2673.717,15.647,266.581,3.123,0.008,7.472,80.461,-0.122,3092,"River","Stream","LSO",-2.9150695,-12.23611948,"5","0","3","SRZe",1,0,242120.63676,11.08443652,-0.772564547947665,1.50253108957962,-0.729966541631959,0,0,0,0,0,Inf
"19LESSA16W",1.903,0.670641683121823,-61.7825251853508,31.7624983598685,-23.5783402236044,844.031409419104,631.986977046609,1143.13293914647,287.577685958837,7.80697186328235,9.50035550012115,-0.148851497995826,64.5030501724677,0.968079437649207,0.4519099818268,0.0789195175897356,0.0319053740675537,0.553031383839862,1817893.94938933,5.91165977639563,2.59249835986848,169.281015304548,-1897.38802295339,493.191188226869,13.7742088174816,1.96727930464033,-23.4769782037804,29.17,-29.49,674.750394114556,2529.375,649.941750919601,273.803477141356,5.29645927482922,0.304841303205465,7.53307619548082,87.980028376248,-0.300023646873358,2820,"River","Streamlet","LSO",-3.31438825,-17.92943415,"5","0","3","SRZe",0.843950000451918,0.156049999548082,176906.240161,8.58567185,1.54033475015427,1.75097652578707,1.59882428394694,-5.90416516599873,1.01402960611047,0,0.843958392924805,-0.843958392924805,5.40820251775701
"20KHW11",9.559,0.810208696726209,-52.8061323722888,27.1724527217817,-32.6280783786475,845.662610585309,642.556988718052,1107.45790509837,283.928490312333,7.65483926448593,9.4762931910644,-0.338801129896589,76.5029864852128,0.551361745224423,0.344077076769609,0.0406797720304949,0.0284833467248219,0.383570427155338,1260029.82217527,-2.4380783786475,-0.797547278218297,125.200219121767,-1385.17701128195,810.361191320781,3.93882758610645,1.44358757332196,-13.6443659575113,27.97,-30.19,720.462391463542,2027.734,297.096713777592,279.989662726227,7.86887718380584,1.20544533947066,8.03270561774244,90.1473524427241,-0.528243435505806,2132,"River","Stream","LSO",-3.693869875,-16.1124831,"3","3","3","SRZe",0.475959458248771,0.524040541751229,216965.66797,13.4384759,0.0959657375263872,0.988248098425979,0.523291289615442,0,1.81764291681674,-3.42514804238454,-0.0481181861122948,0.0481181861122948,0.908249305785042
"20KHW13",7.954,0.759082884943253,-56.4844121555403,28.0792165814069,-30.7270990085694,835.690986010535,822.926925992305,1038.20483331738,286.373463893697,8.35223788833259,9.27172358090877,-0.330228744435996,71.1760694155413,0.63872952144068,0.380843782863965,0.0442504539203812,0.0453689352245947,0.459618892862978,1096480.82333494,-0.647099008569362,-0.540783418593136,137.073937984384,-1165.6310740077,747.430585643253,7.51840417531588,1.19757749089117,-15.106947682774,28.62,-30.08,698.61704802615,1988.558,290.774247674126,278.855059718381,7.30532134774956,0.43446328891124,8.0741460900176,86.2830170983153,-0.51174101081217,1676,"River","creek","LSO",-3.2196853,-14.41505108,"3","3","3","SRZe",0.689424440230073,0.310575559769927,186793.856006,11.34243132,0.523275321794852,1.2119871066839,0.306255463245849,0,1.03676831234214,-3.07828620406674,0.39871494222028,-0.39871494222028,2.21982837522951
"SLW31",8.607,0.760035249683744,-36.1895425182669,19.93712168462,-36.0439200013914,920.766254002959,70.2178883757037,1136.38255890855,278.853703657331,4.8957288497227,10.0965193484899,-0.307839118650801,74.8828002656062,0.350433745541467,0.237107171601036,0.0432206014274321,0.0200740378742898,0.328152455699894,1193343.02184845,-2.61392000139136,-2.31287831537998,98.5401589640373,-676.535111624296,519.989353494349,3.34380462166281,0.770910890258181,-17.0458205081825,22.25,-33.43,822.226095038922,746.753,616.393205414198,275.509899035669,5.27486383176484,0.293014639247124,9.32560845823167,91.9286207737888,-0.324990240501917,490,"River","Creek","ZAF",-4.484778625,-21.06577935,"9","1","0","YRZ",0.0966780458710352,0.903321954128965,69669.426102,14.81244965,-0.232874148361096,1.00275580127405,-1.35808158391989,-2.97543352407954,3.56363345508647,0,-1.1173463424647,1.1173463424647,0.107025015199877
"SLW32",3.67,0.798556684196646,-36.4529520357669,18.1821414092601,-36.1276377586359,904.069365881319,165.139288583794,1119.0271385086,277.867564010643,4.39393493154373,9.96970543307751,-0.269066885476227,71.3618023012419,0.358778970992339,0.242064285191382,0.0491002830891945,0.0155646768984275,0.337418689918035,1190818.87959414,-2.82763775863587,-3.86785859073988,92.3391206497109,-634.963711416206,290.69147474838,2.94167327494819,0.708135678309114,-18.677173993036,22.05,-33.3,811.730245231608,800.103,828.335663760218,274.925890735695,5.00287302452316,0.218351498637602,9.26156975476839,90.0389762942779,-0.222451226158038,817,"River","Creek","ZAF",-5.633270875,-29.1426277,"9","1","0","YRZ",0.253400570105177,0.746599429894823,86716.2265356,15.9235393,-0.643425883143317,2.42587650503718,-0.0417654543452279,-2.63466560479691,3.65003520833173,-2.75605477108346,-0.540278642585336,0.540278642585336,0.339406326818217
"SLW33",2.398,0.787733554217924,-49.4164544241618,14.9602677240171,-36.6213758872876,909.731186164687,186.379691288858,1195.18875153,276.601755631012,4.48807545277304,9.95137633203028,-0.261116328235981,77.1432160802738,0.273285864234327,0.178807672423974,0.0421863335272697,0.0112327937871143,0.405226957337389,1556043.6192531,-4.45137588728755,-6.6697322759829,146.887149467439,-1176.46930871114,574.036832430754,5.50415763268019,1.29090760809367,-17.744921117391,21.63,-32.17,762.844036697248,1362.849,621.15191909925,271.097597998332,4.22222143452877,0.350999165971643,8.66046872393662,94.8881371976647,-0.177768140116764,1378,"River","Stream","ZAF",-1.873491625,-9.236969875,"9","0","0","YRZ",0.192183035517098,0.807816964482903,217705.392376,5.750963125,-1.14089569844126,2.60822532135445,-2.13465424049491,-3.41082561028827,4.07815022786998,0,-0.717943637926449,0.717943637926449,0.237904183703443
"SLW35",9.981,0.822455242038361,-49.7730869684705,11.1096489036426,-34.4593288548367,933.814557783671,18.2882993512447,1014.19838281604,279.540579067432,4.92496328116248,10.1399026984662,-0.188183260181233,73.2499651657841,0.314895207675257,0.211569279423,0.0387301588967849,0.0256061757902553,0.341812802088723,1688240.74664112,-2.67932885483666,-7.78035109635743,96.6439335977173,-331.461700648755,288.512309276313,3.33509865464788,0.417097468529281,-18.6175973029064,18.89,-31.78,837.170624185953,349.75,725.686073539725,276.205480412784,5.34838072337441,0.862294659853722,9.72280522993688,91.8675624686905,-0.444266406171726,267,"River","Waterfall","ZAF",-1.023329125,-2.16858222,"9","1","0","WRZ",0.0401620191874562,0.959837980812544,59182.0563205,6.01805078,-1.46793328909982,0.676356266491505,-3.20224606860452,0,3.99382309121284,0,-1.58692137377001,1.58692137377001,0.0418424984115104
