"","Prc.sum","expl.frac","wmSrc_time","wmSrc_lon","wmSrc_lat","wmSrc_p","wmSrc_Z","wmSrc_nocfblh","wmSrc_T","wmSrc_Q","wmSrc_PS","wmSrc_evs","wmSrc_RH","wmSrc_dQ","wmSrc_Q.upt","wmSrc_Prc.frac","wmSrc_Prc.upt","wmSrc_Rainout.frac","wmSrc_cum.dist","wmSrc_sd.lat","wmSrc_sd.lon","wmSrc_sd.p","wmSrc_sd.Z","wmSrc_sd.nocfblh","wmSrc_sd.T","wmSrc_sd.PS","wmSrc_sd.RH","wmSnk_lon","wmSnk_lat","wmSnk_p","wmSnk_Z","wmSnk_nocfblh","wmSnk_T","wmSnk_Q","wmSnk_nocftp","wmSnk_PS","wmSnk_RH","wmSnk_dQ","Ele..m.","Type_main","type","ISO","mw18O","mwdD","Monat","Prc.season","humid.arid","RFZraster","Africa","Oceans","NEAR_DIST","d.Excess","Forest_clr","Shrub_clr","Cropland_clr","Bare_clr","Water_clr","Artificial_clr","Africa_clr","Oceans_clr","Land.Ocean"
"19KHW19",1.469,0.648771738374566,-69.4940302913149,22.350964478547,-20.0227473700845,723.021126007763,1080.7983222714,1970.52413098624,285.075173043494,7.63465563707326,8.93026939982501,-0.263757256336536,61.7003056071608,1.00474990437074,0.437000022630188,0.0929326565499721,0.0506865328746859,0.578137260148508,1317582.93148761,0.437252629915505,5.70096447854704,194.328137580261,-389.889677728597,709.331161619326,16.4339606541131,0.397372190839305,-26.0936719285778,16.65,-20.46,528.692988427502,1470.688,1261.19296936692,268.641212389381,4.66974336283186,0.0105418652144316,8.5328972089857,87.7939775357386,-0.310252552756978,1470,"Precipitation","Rainfall","NAM",4.2833165,31.05625085,"2","3","3","SRZw",0.974051052702519,0.0259489472974813,306172.291355,-3.21028115,1.05057900172416,2.93475626585405,0.474651134797258,-3.98320586246016,-0.476780539915301,0,1.81266633777828,-1.81266633777828,37.5372087944802
"19KHW22",2.723,0.789330562786651,-70.1228536252804,22.1044898652572,-21.0654320002887,727.328930587143,1117.20996824301,2212.88553484408,286.908413073797,7.62854052723974,8.89786462977184,-0.198855048401905,58.0258421358163,1.0575421661555,0.514380515259028,0.0777890002285896,0.147729944984551,0.50276826078763,1231400.52908763,-0.605432000288738,5.45448986525716,167.743914061253,-353.478031756986,483.644607190754,14.8731291957213,0.35889804879497,-26.9267090944445,16.65,-20.46,559.585016525891,1470.688,1729.24092765332,272.035283878076,5.37038486962909,0.645053984575835,8.53896658097687,84.9525512302607,-1.18544436283511,1470,"Precipitation","Rainfall","NAM",0.95291225,14.78172615,"3","3","3","SRZw",0.976720592398091,0.0232794076019096,306172.291355,7.15842815,1.00972425383511,2.762989976796,-1.00000409291616,-1.98561884315564,-0.787091294559312,0,1.86831572499607,-1.86831572499607,41.9564195575995
"19KHW26",0.102,0.470133332270616,-37.3154988539488,17.2811947644812,-26.0880146555533,631.824275272217,1227.28740935156,3372.1441315397,279.491411317729,4.16689048526861,8.77353576789358,-0.0150184295104367,43.6089606817464,0.592492239817465,0.365110335730431,0.0888346315645817,0.0138549425375953,0.382440405029302,691555.909843683,2.30198534444666,-4.56880523551879,81.8242752722173,265.875409351561,3181.4251315397,11.0924113177288,-0.282464232106424,-38.7110393182536,21.85,-28.39,550,961.412,190.719,268.399,4.008,0,9.056,82.32,-0.102,989,"Precipitation","Rainfall","ZAF",1.0094867,18.211731,"3","3","0","SRZw",1,0,488787.345635,10.1358374,0,-0.218285571153652,0,0.218285571153652,0,0,0,0,Inf
"19LESSA5W",2.375,0.589241997579978,-52.0689901174847,28.1980455006478,-22.3469175653637,792.985030656868,933.332678540695,1367.82693992568,286.562263482206,6.54151744155251,9.15453052590742,-0.123395592305312,55.4148546556966,1.2323179229312,0.79222238768225,0.127021364619123,0.049423956450112,0.387471332403842,1589847.03919192,6.3430824346363,-0.791954499352199,108.585030656868,-1097.3903214593,521.825399294102,11.211234429574,1.14779326274953,-33.4476047127245,28.99,-28.69,684.4,2030.723,846.001540631579,275.351029052632,5.88560378947369,0.718290526315789,8.00673726315789,88.862459368421,-0.283891789473684,1350,"Precipitation","Rainfall","ZAF",-0.5723995,3.0844933325,"5","0","0","SRZe",0.977215627202526,0.0227843727974737,234066.748991,7.6636893325,1.58107930108853,2.11053498491982,1.30747904556802,-4.06343886485299,-0.935654466723381,0,1.87931621686364,-1.87931621686364,42.8897313035046
"19LESSA33W",7.336,0.910755604595548,-37.6949872436355,27.6179672278929,-31.4902867560945,895.053965677616,103.801537474814,1137.84168331267,284.780175671357,6.37356471766342,10.0435108889028,-0.266988793668228,63.2825748679123,0.574153808333063,0.446753373006865,0.0489357838431354,0.0832486881586856,0.241577745431954,1312161.74400066,-6.56028675609452,-3.22203277210713,71.6761030821957,-1120.93646252519,876.936891191624,2.26123701268717,1.17157304811759,-24.5225818932655,30.84,-24.93,823.37786259542,1224.738,260.904792121047,282.51893865867,7.88606065976009,0.403406215921483,8.87193784078517,87.8051567611778,-1.13602726281352,1428,"Precipitation","Rainfall","ZAF",-0.64127125,10.3928168666667,"6","0","0","SRZm",0.260423856278626,0.739576143721374,209895.094719,15.5229868666667,0.134167745645163,-0.544499323981748,-1.41652023862037,0,1.82685181695695,0,-0.521883361615785,0.521883361615785,0.352125820295168
"19KHS3W",4.238,0.654926793967998,-42.7455542304673,14.3492169563801,-36.5543230689267,933.804476862207,74.9455634774867,838.397062839741,280.945529216876,5.63950233964988,10.1166514029758,-0.200427555594226,77.5315781295401,0.422563228269304,0.328883928468238,0.0447830868515971,0.0295380136332726,0.230137969169928,1472872.67251143,-2.63432306892665,-4.03078304361987,53.0942361826417,45.3115634774867,205.03184457641,0.158311897385442,-0.0113577994781793,-16.0063982744241,18.38,-33.92,880.710240679566,29.634,633.365218263332,280.78721731949,6.98154176498348,0.356544596507787,10.128009202454,93.5379764039641,-0.413233128834356,37,"Precipitation","Rainfall","ZAF",-1.70268625,1.990572,"9","1","3","WRZ",0.056380332232185,0.943619667767815,497.464625366,15.612062,-1.32937444811778,0.962815894937346,-3.52032861818498,0,3.88688717136541,0,-1.40880140612411,1.40880140612411,0.059749000744713
"GABORONEW5",0.409,0.421431658027028,-91.3729376879516,26.5613533445944,-20.3464570522985,701.55945879043,1004.57517125074,1983.39660984951,283.450152079494,5.00783433053544,9.01032857873935,-0.0911200177959122,50.3784270617445,0.58313630427807,0.240100793621708,0.0506442688456515,0.00974934147597875,0.585462367744709,2180746.96704845,4.27354294770154,0.651353344594398,193.368749743975,-20.9598287492573,723.519123296947,18.8253745733818,0.0248615860743151,-32.0005142585489,25.91,-24.62,508.190709046455,1025.535,1259.87748655257,264.624777506112,3.72331295843521,0.0506992665036676,8.98546699266504,82.3789413202934,-0.128863080684597,1004,"Precipitation","Rainfall","BWA",0.986747,8.13115165,"11","3","3","SRZm",0.947908387530563,0.0520916124694376,688850.844492,0.237175649999999,0.241735722128953,0.843374811928234,0.0539520814154761,0,-1.13906261547266,0,1.45062695661521,-1.45062695661521,18.1969484643369
"GABORONEW6",4.664,0.618096102229629,-60.9117559544051,24.6428426566829,-22.3140317203712,697.824297235105,1049.32535726586,2112.34380161697,282.556074615231,6.10425571189123,8.9609851010376,-0.0730987460508669,59.3278523777637,0.667744938367902,0.301233168635153,0.0583907265280535,0.0570951556273552,0.571539026078067,1163129.32143036,2.36596827962883,-1.26715734331708,187.468379567867,12.1383572658632,1369.41584492743,16.0427444265516,-0.00298959879086982,-29.8844688057697,25.91,-24.68,510.355917667238,1037.187,742.927956689537,266.513330188679,4.73262349914237,0.455655017152659,8.96397469982847,89.2123211835334,-0.634966981132075,1012,"Precipitation","Rainfall","BWA",1.0455542,15.2037011583333,"11","3","3","SRZm",0.944211788850772,0.055788211149228,687209.466957,6.83926755833333,0.577245554762258,2.54653139311504,-2.48716479033385,-0.530755867105753,-0.105856290437694,0,1.4143939581194,-1.4143939581194,16.9249339493087
"GABORONEW3",5.701,0.720851782577421,-78.453810808432,31.2719208194146,-21.647963138164,841.448067206899,746.123658604066,1119.21699597426,291.180145688993,11.6456039023122,9.30019545079967,-0.154261335611887,75.0568053756427,0.623947910926689,0.214898058988967,0.0328659622126332,0.0469173208527132,0.730239532640357,1462504.99085758,2.972036861836,5.36192081941462,278.353873205847,-279.411341395934,898.900330827791,20.8337990831341,0.31894514383598,-11.6827676817157,25.91,-24.62,563.094194001052,1025.535,220.316665146466,270.346346605859,5.31848342396071,8.55808945798983,8.98125030696369,86.7395730573584,-1.05079582529381,1004,"Precipitation","Rainfall","BWA",1.875467375,14.60280002,"11","3","3","SRZm",0.798179125223645,0.201820874776355,688850.844492,-0.400938979999999,0.891254586052697,2.49414636481164,0.488529039286268,-1.24847269013209,1.42446012062357,-4.04991742064208,0.687476247247066,-0.687476247247066,3.9548888394629
"20KHW5",5.185,0.480025939942404,-48.6542929633256,29.1867517994547,-25.8548392543082,753.484585417385,1091.29190711314,1332.98364538034,286.332797542893,8.54696343391843,8.9576940071421,-0.292885903641009,62.4276487032872,1.06283626869822,0.377682595061429,0.0687783498644744,0.0534628847224286,0.631307763315187,1001402.03027639,2.66516074569178,0.766751799454651,242.047748387491,-836.521092886862,789.384377877927,18.7298272439536,0.829113486409218,-28.9796234278604,28.42,-28.52,511.436837029894,1927.813,543.599267502411,267.602970298939,5.07626615236259,0.27252806171649,8.12858052073289,91.4072721311476,-0.533055544840887,1825,"Precipitation","Rainfall","ZAF",0.226152125,7.669488,"2","3","3","SRZe",0.977117816682739,0.0228821833172615,292485.766694,5.860271,0.44943978183157,0.898575700803934,1.38166822547518,0,-1.58218113414366,-1.14750257396702,1.87712432418331,-1.87712432418331,42.702123444035
"20KHW6",17.444,0.567097003053535,-75.9163008031123,33.2017511713702,-24.1571188560244,849.399706761845,582.056619700168,1019.2867596985,291.839684164763,12.6774006364987,9.48555570981597,-0.231528720087287,77.9108925827684,0.667127851496552,0.360426233393026,0.0387549294132342,0.0428810182836191,0.492611990936225,1342546.85471555,-1.61711885602441,6.11175117137015,188.659624211971,-418.909380299832,660.971135013795,11.4151048824879,0.473222300047565,-11.7758903225285,27.09,-22.54,660.740082549874,1000.966,358.315624684705,280.424579282275,9.10278451043339,1.62687938546205,9.0123334097684,89.686782905297,-0.832451043338684,927,"Precipitation","Rainfall","BWA",-1.36880425,1.98100645,"2","3","3","SRZm",0.710396700033249,0.289603299966751,673718.323842,12.93144045,1.59711425510508,1.62448362589792,1.20446592250093,-1.77656900343689,1.71266485749937,-4.36215965756642,0.448655745542125,-0.448655745542125,2.45299932740687
"20KHW7",3.485,0.459884956744199,-85.8516771518239,30.1314762251499,-24.5823733444607,806.703924158501,654.96049302291,1200.23438202767,288.689868758419,10.8051328217224,9.40377475006582,-0.284760082589571,76.1308526721884,0.712931471818988,0.320879224487469,0.0392752906341281,0.0123597766247635,0.547530742551549,1590355.17496168,-2.04237334446068,3.04147622514993,158.841657300538,-346.00550697709,386.660352472435,10.8743938660226,0.339476328258068,-16.8382130379981,27.09,-22.54,647.862266857963,1000.966,813.574029555237,277.815474892396,7.93908837876614,0.0408439024390244,9.06429842180775,92.9690657101865,-0.218812912482066,927,"Precipitation","Rainfall","BWA",-2.7845395,-14.86835746,"2","3","3","SRZm",0.740028576723099,0.259971423276901,673718.323842,7.40795854,1.23221101769787,1.40106265638074,1.21304425739719,-2.43792431470931,1.36631603882596,-2.77470965559245,0.523058544072248,-0.523058544072248,2.84657662521191
"20KHW14",23.56,0.727578946266547,-68.0700421886578,25.118280384406,-30.7300598725702,799.968477264856,864.780830893275,1466.92767864482,285.648774304078,7.78131711305317,9.21198921977179,-0.212719124046292,65.0257464914003,0.676078883947049,0.292813747578006,0.0524373041231584,0.107033752479678,0.603278017458607,1504332.43018231,1.24994012742981,-4.03171961559395,247.996915295416,709.713830893275,1251.31861625093,18.824492597796,-0.739321179209535,-27.2892154780394,29.15,-31.98,551.97156196944,155.067,215.609062393888,266.824281706282,4.74922313242784,2.97799876910017,9.95131039898132,92.3149619694397,-1.41990042444822,15,"Precipitation","Rainfall","ZAF",-3.120139,-9.8384892,"3","3","3","SRZe",0.690623361980051,0.309376638019949,1480.7133623,15.1226228,1.21490217082018,3.11883234770453,1.20019826666609,-2.82294236546732,2.58197346796802,-5.2929638876915,0.40151759249542,-0.40151759249542,2.23230611852314
"20KHW16",16.459,0.69130301103739,-64.6011491921482,30.3293476030827,-32.6308805553544,890.238941675547,434.503852337029,873.47998746053,288.446788725066,9.60958718236881,9.66914509614144,-0.222374534307722,76.0670512406022,0.602752724147993,0.340210909330946,0.0381868408805923,0.0383636913276802,0.440702459585303,1606719.13965316,-4.89088055535435,0.389347603082676,167.664666203161,-1008.37514766297,336.081665630528,7.91493891645087,1.05311271264305,-20.3146204283935,29.94,-27.74,722.574275472386,1442.879,537.398321830002,280.531849808615,8.82045014885473,0.567374992405371,8.61603238349839,96.3816716689957,-0.613605261559026,1201,"Precipitation","Rainfall","ZAF",-1.5375056875,0.531641026666665,"3","3","3","SRZe",0.391961540377483,0.608038459622517,223505.834457,12.8316865266667,1.4869838083955,2.1073097039857,0.959523288832157,-2.28649256631741,3.16909828036991,-5.43642251526586,-0.219537206114188,0.219537206114188,0.64463280928121
"SLW3",0.156999999999999,0.913923871341935,-22.77737124302,15.0392326347137,-35.300880889382,909.393732740088,20.2613546146394,897.888309062698,283.661748715202,4.61115005729304,10.186538122677,-0.162468578867013,54.6372932938925,0.573350284246077,0.514094356291432,0.0674524294320553,0.00953606669851562,0.124101502442111,692213.125367206,-1.36088088938204,-4.13076736528633,-40.6062672599124,-466.089645385361,734.050092502189,-0.847340456772401,0.549015829683377,-30.5282417379547,19.17,-33.94,950,486.351,163.83821656051,284.509089171975,7.53605732484077,0.000732484076433121,9.63752229299363,85.1655350318471,-0.0954713375796173,349,"River","Waterfall","ZAF",-4.4381485,-22.3348089833333,"8","3","3","WRZ",0.0743592328025478,0.925640767197452,37175.1787186,13.1703790166667,-1.04458684136271,-0.680803025990352,-0.999911991869486,0,2.72530185922255,0,-1.26078918676348,1.26078918676348,0.0803327116065599
"SLW14",1.771,0.584969951292081,-73.0906834572044,22.9985926112834,-19.9814470100514,698.669957528526,1109.00657778451,2298.64913967681,279.137463143582,3.21193075402942,8.93955156043474,-0.0543153724476998,39.578514366868,0.715912358668047,0.380616398256696,0.118484363458684,0.0544084941930157,0.421219004400401,2288235.53589852,9.13855298994863,-5.44140738871661,158.156123536431,-1348.65642221549,304.456700941636,15.5802135670718,1.32139176370973,-44.7672767116188,28.44,-29.12,540.513833992095,2457.663,1994.19243873518,263.55724957651,2.88120101637493,0.0017210615471485,7.61815979672501,84.3457910784867,-0.304160926030491,2623,"River","Cascade Stream","LSO",-3.01107775,-8.18819961666667,"9","1","3","SRZe",1,0,258004.259014,15.9004223833333,0.483363426001834,1.44052742848946,-0.400270413654804,-1.52362044083649,0,0,0,0,Inf
"DBW2",9.293,0.771798098869856,-41.6167007927764,25.2913223655704,-35.4006496226994,887.480511845036,496.829251117989,1104.02506239919,280.679796119268,5.0741133624629,9.64216535816566,-0.211023729524839,70.778715492618,0.285522836195607,0.156214989440668,0.0365061265704403,0.0374500042100528,0.499104169376095,1507423.13612388,-5.65064962269939,-4.0286776344296,248.87080561454,-1611.78474888201,509.378448388647,13.7122354822298,1.68177032964957,-18.6706138950932,29.32,-29.75,638.609706230496,2108.614,594.646614010545,266.967560637039,3.64511234262348,0.604365436349941,7.96039502851609,89.4493293877112,-0.672815990530507,1686,"River","Creek","ZAF",-3.21442975,-11.30473698,"10","1","3","SRZm",0.334642986000452,0.665357013999548,149963.175461,14.41070102,0.0837683853261493,0.851416088745641,0.0266940766785284,0,2.15474317642771,-3.11662172717803,-0.343629754818182,0.343629754818182,0.502952518661927
"DBW3",8.692,0.758096552068416,-42.8630433478153,24.8796886843287,-34.8171745470429,880.945601180011,524.915260251285,1109.70866609103,280.61575104914,5.11932245225144,9.61133715576328,-0.201939907487675,71.0531744466735,0.30743415953718,0.167329141068118,0.0384177180666428,0.0393072870869585,0.488562056964317,1537078.57768488,-5.0771745470429,-4.43031131567127,236.134280425294,-1612.06173974871,527.190105460566,13.0583904877041,1.67974557730033,-18.8764578588948,29.31,-29.74,644.811320754717,2136.977,582.518560630465,267.557360561436,3.7712573630925,0.592371836171192,7.93159157846295,89.9296323055683,-0.676465485503912,1646,"River","Creek","ZAF",-2.0947915,-5.61836992,"10","1","3","SRZm",0.36341442297607,0.63658557702393,151066.855961,11.13996208,-0.205774159161093,0.700932161424928,0.0606549723261534,0,1.90637772622632,-2.46219070081631,-0.280287507086661,0.280287507086661,0.570880704955728
"DBW4",9.504,0.816349127596227,-40.9239480584124,24.8736608696846,-35.189772553125,889.915110027443,442.716654870744,1128.59272790702,280.811631685415,5.07763131548823,9.70869216668108,-0.219334907472817,70.1181647370488,0.439926463142548,0.215250418180312,0.0478397045759701,0.0543669582325505,0.537578622288445,1421451.09612818,-5.43977255312498,-4.3863391303154,247.76443662677,-1754.61834512926,569.682500634288,13.5162965633608,1.83613703200095,-19.0376719632879,29.26,-29.75,642.150673400673,2197.335,558.910227272727,267.295335122054,3.67090477693603,0.64343992003367,7.87255513468013,89.1558367003367,-0.708354587542088,1678,"River","Creek","ZAF",-2.6776423,-8.74076682,"10","1","3","SRZm",0.330262241234322,0.669737758765678,155319.471697,12.68037158,-0.204669390046276,1.06111930378065,-0.129705776786028,0,2.22719769000417,-2.95394182695252,-0.353499610827295,0.353499610827295,0.493121728485181
"DBW6",0.157,0.683500945405566,-80.1554924723546,27.2585436824214,-27.6819512908062,701.051073858471,1344.53691987721,2392.34904082151,277.576909676438,3.3917690563901,8.72938416017443,-0.114022602750395,46.6341803054193,0.380432733064256,0.198298447410959,0.0731755877522581,0.0146092275609926,0.520668824976909,1702599.86849508,1.97804870919375,-2.18145631757864,195.000118444458,-703.195080122788,1650.2854675731,15.8841644535085,0.753084797117106,-36.9766477200584,29.44,-29.66,506.050955414013,2047.732,742.063573248407,261.69274522293,2.63028662420382,0.000121019108280256,7.97629936305733,83.6108280254777,-0.12359872611465,1559,"River","Stream","ZAF",-1.74253225,-4.21176418333333,"10","1","3","SRZm",0.908215182675159,0.0917848173248409,144793.665153,9.72849381666667,1.45891329598718,2.03047818659678,0.675459689821968,0,0.339495166542469,-4.5043463389484,1.14601722025991,-1.14601722025991,9.89504810431602
"19KHW02",15.972,0.628587898237446,-67.9186770635377,27.7653502719804,-25.1134705869955,790.487556723999,920.777824900291,1231.73450904298,288.423125812915,9.8018508839141,9.10950673274367,-0.271587629287045,70.1501838016884,0.870402618735701,0.433864252857582,0.0510520732949032,0.0423821133881687,0.51657509961661,1478122.00235542,4.40652941300451,0.535350271980375,147.196171800383,-642.246175099709,837.895537843382,10.5292709418903,0.680357471536559,-19.6349789205756,27.23,-29.52,643.291384923616,1563.024,393.838971199599,277.893854871024,7.97206192086151,0.936790633608816,8.42914926120711,89.785162722264,-0.458118582519409,1452,"River","Creek","ZAF",-3.6028252,-21.314883675,"2","3","3","SRZe",0.846598090349048,0.152778850560042,319826.773726,7.507717925,1.08193431467824,2.44333856900571,1.37311681929272,-2.47776064775215,1.21808921978153,-3.63871827500605,0.856117308913035,-0.856117308913035,5.54133040827098
"19KHW07",10.39,0.642778003095747,-84.2579252109345,29.090937020655,-27.1995964441974,793.193067334891,940.098400760309,1155.95722219234,287.149528549074,9.626338014818,9.10478289357949,-0.237353548279024,73.8709476837648,0.689211779997381,0.274193459631174,0.0379262355438892,0.0248075034504189,0.567386930117161,1702896.5907054,3.61040355580263,1.83093702065504,142.947639038453,-718.460599239691,882.636347505142,10.2843510707296,0.754096175581414,-14.2900098715769,27.26,-30.81,650.245428296439,1658.559,273.320874687199,276.865177478345,7.67282030798845,1.22915245428296,8.35068671799808,88.1609575553417,-0.486323387872955,1637,"River","Creek","ZAF",-1.959538375,-7.75541448,"2","3","3","SRZe",0.766576026976901,0.233423973023099,223055.07099,7.92089252,1.08799060984211,2.4278084946452,1.6657753789317,-3.7363951757127,1.78628373550028,-3.23146304320658,0.594538726909235,-0.594538726909235,3.28405012154018
"19KHW09",4.245,0.557545570654669,-49.1407073785924,23.3603281717767,-31.3544490118698,733.191326904762,849.016481055067,1781.86955140612,281.311910017639,6.43798505678406,9.1827808203355,-0.112812546432957,61.6405558794806,0.650855638766924,0.274485708200125,0.0641780422326594,0.0297441898629796,0.541884409058706,978431.35339309,0.885550988130194,-2.19967182822327,133.203105467777,-359.555518944933,1434.95091771943,10.7730942343641,0.372103552962115,-24.193527983888,25.56,-32.24,599.988221436985,1208.572,346.91863368669,270.538815783274,5.75154346289753,0.0751260306242639,8.81067726737338,85.8340838633687,-0.300316372202591,1028,"River","Stream","ZAF",-3.1708396,-18.222693775,"2","3","3","SRZe",0.801597558989399,0.198402441010601,166968.708054,7.144023025,-0.397341648640294,2.65601499254855,0.0167188630241912,0,1.32450231296411,-3.59989451989656,0.698154593448561,-0.698154593448561,4.04026056789578
"19KHW18",6.534,0.627705373914637,-50.7025689675837,20.3147473714422,-24.7956526597224,694.545724537839,1056.54254312567,2576.45801172939,282.09511600622,4.92767928126718,8.9631944525188,-0.096133311913923,51.7922362003153,0.784317918763484,0.412391762665321,0.108220200736694,0.074129051326707,0.520544582898276,1001415.08728635,-1.74565265972241,1.59474737144216,211.587352943104,-308.360456874333,1368.52723517598,18.7747222198719,0.323662465986813,-34.7923796552096,18.72,-23.05,482.958371594735,1364.903,1207.93077655341,263.320393786348,3.43183119069483,0.00115228037955311,8.63953198653199,86.584615855525,-0.465892868074686,1303,"River","Streamlet","NAM",-1.79955325,-9.47248105,"2","3","3","SRZw",0.900002697532905,0.0999973024670952,429836.290992,4.92394495,-1.02377889672557,3.35938505677363,-0.329771914850764,-1.11208474759465,1.22558356941132,-2.11933306701396,1.0986272751417,-1.0986272751417,9.00026976056736
"19LESSA1W",2.766,0.807581527299404,-55.4931904173207,21.9944811423497,-31.9426339856209,939.155863492448,193.254150570345,790.595025993265,290.566962909124,9.07124265491841,9.92753779781902,-0.182534801244646,67.9274592883947,0.556288933241631,0.278577730929623,0.0327163147596241,0.0286848418401344,0.472010160581249,1610636.44215286,-3.23263398562092,-6.93551885765028,199.079941583554,-1947.56284942966,701.072383910836,9.15863427571844,1.97984184698749,-19.1974984122561,28.93,-28.71,740.075921908894,2140.817,89.5226420824295,281.408328633406,8.04984128705712,0.672540491684744,7.94769595083153,87.1249577006508,-0.57372161966739,1520,"River","River","ZAF",-3.8052154,-11.83738708,"5","0","0","SRZe",0.245907363304411,0.754092636695589,238121.16086,18.60433612,-0.386273267296898,-0.596796321765889,-0.642774301357844,0,1.62584389042063,0,-0.560280163861081,0.560280163861081,0.326097022219935
"19LESSA2W",2.505,0.862879484254244,-56.2447481611422,20.873234877919,-31.8931113127261,931.266568481982,191.822530723977,847.903465715585,289.54398969576,8.71149955245953,9.92825306365993,-0.195438086829088,68.0104766663716,0.60620332521266,0.299042723029332,0.035232182056153,0.0272376247547643,0.481336612125935,1715245.32451804,-3.18311131272609,-8.06676512208098,192.943215188569,-1939.58746927602,758.952150745525,8.26596334845472,1.97135246485753,-19.8918582637681,28.94,-28.71,738.323353293413,2131.41,88.9513149700599,281.278026347305,8.07138483033932,0.694753692614771,7.9569005988024,87.9023349301397,-0.519511776447106,1532,"River","Waterfall","ZAF",-3.634702,-10.6631403,"5","0","0","SRZe",0.25108186194012,0.74891813805988,237667.796067,18.4144757,-0.464681412291907,-0.55011681329282,-0.757916166977279,0,1.77271439256201,0,-0.546425326708785,0.546425326708785,0.335259421798173
"19LESSA3W",5.574,0.691716467458781,-55.9078838484813,25.3165047492813,-25.8397984549478,845.011089444788,584.526609361666,1222.22337498289,287.066040881794,7.50002598697746,9.52554891344739,-0.148358765191113,63.2783293745084,1.031135153029,0.567652832946474,0.0921041297605371,0.0495523276214972,0.462255143048451,1746509.4556806,2.90020154505223,-3.59349525071871,154.071010506862,-1624.61039063833,637.661594932658,10.706124125425,1.67240843981984,-25.9410954550574,28.91,-28.74,690.940078937926,2209.137,584.561780050233,276.359916756369,6.35964711158952,0.823372622891999,7.85314047362756,89.2194248295659,-0.370686759956943,1830,"River","River","ZAF",-3.6915856,-13.0998047366667,"5","0","3","SRZe",0.648213620969537,0.351786379030463,238071.109633,16.4328800633334,1.4833004303677,1.66298601912579,1.01459470257598,-2.55348029485366,1.92560955009922,-3.53301040731504,0.305598095198419,-0.305598095198419,1.84263422238246
"19LESSA7W",8.758,0.775337598121673,-57.3178726400768,23.4269709628518,-29.7229428669941,876.760198591471,550.7268574787,998.854827152687,286.926433675122,8.04478669108849,9.55590042746026,-0.156988883181926,69.2977271642409,0.703845895490154,0.371401346265549,0.0515548512942212,0.0332538001106598,0.451144732556388,1572027.92618406,-0.672942866994127,-5.98302903714823,131.179015672997,-1341.1991425213,766.46321411318,7.43432406105505,1.37863655442989,-18.4215594308722,29.41,-29.05,745.581182918474,1891.926,232.391613039507,279.492109614067,7.17554076273122,0.18496460379082,8.17726387303037,87.719286595113,-0.46905435030829,1570,"River","Stream","ZAF",-2.87488,-5.4735777,"5","0","3","SRZm",0.568980608995205,0.431019391004795,179661.470038,17.5254623,1.51663098766568,1.393462990108,0.934712062344483,-4.48901364984049,2.15057580052123,-1.50636819079891,0.138846637314502,-0.138846637314502,1.32008123269998
"19LESSA8W",8.104,0.8052699075401,-68.1220595290021,24.4457796394764,-29.7965238721007,889.973339669109,457.380089657848,938.437375010155,287.700994625313,8.39497101475941,9.65329618541298,-0.177092623591389,69.9382552556095,0.667313773858621,0.330462950478223,0.0448175327216099,0.0272887948588391,0.485489644440707,1744610.12782528,-0.736523872100688,-4.95422036052356,146.081434437124,-1476.47791034215,727.488108845298,8.24310728572762,1.51761898896678,-17.8692971876284,29.4,-29.06,743.891905231984,1933.858,210.949266164857,279.457887339585,7.17168114511353,0.168959402764067,8.1356771964462,87.8075524432379,-0.495629318854886,1754,"River","Stream","ZAF",-3.312584875,-8.09890163333333,"5","0","3","SRZm",0.484565163828973,0.515434836171027,180118.5602,18.4017773666667,1.08698089988328,0.783663540833597,0.795919656519065,-2.7798057726664,2.08298187252146,-1.96974019709099,-0.0308794835666111,0.0308794835666111,0.940109456762036
"19LESSA9W",8.14,0.804592570499492,-65.3554622988949,23.114761316235,-29.9726705449074,876.624302673384,591.641648520434,951.125854030373,287.091014632374,7.99205951729034,9.51121466483321,-0.164738508648529,68.2341111842768,0.715861475921286,0.365676047473725,0.0501210445397242,0.0322649793600117,0.483862300640721,1673029.17091925,-0.912670544907367,-6.28523868376503,132.029708078789,-1342.21635147957,740.940192851011,7.68622065203012,1.37555348547202,-19.6710170712514,29.4,-29.06,744.594594594595,1933.858,210.185661179361,279.404793980344,7.14929643734644,0.168232186732187,8.13566117936118,87.9051282555283,-0.476962162162162,1950,"River","Stream","ZAF",-3.205928125,-8.5748297,"5","0","3","SRZm",0.557666123343784,0.442333876656216,180244.248665,17.0725953,1.15363068902956,0.73490308385029,0.745159729383168,-2.37967121948723,1.77866498190345,-2.03268726467924,0.115847732032502,-0.115847732032502,1.2607357310261
