,Date,pr,tas,GWL
0,1990-01-01,1.0,-0.7285714,31.24
1,1990-01-08,3.3,3.8714287,31.26
2,1990-01-15,12.6,6.1857142,31.25
3,1990-01-22,26.4,5.7428575,31.28
4,1990-01-29,4.9,6.057143,31.3
5,1990-02-05,10.9,6.6285715,31.42
6,1990-02-12,13.4,2.7285714,31.51
7,1990-02-19,2.8,9.385714,31.42
8,1990-02-26,36.5,3.8999999,31.56
9,1990-03-05,21.5,7.2999997,31.59
10,1990-03-12,0.9,7.8857145,31.45
11,1990-03-19,4.8,8.685714,31.31
12,1990-03-26,0.0,6.8857145,31.285
13,1990-04-02,0.3,5.7714286,31.26
14,1990-04-09,10.4,6.7285714,31.21
15,1990-04-16,8.9,8.1,31.12
16,1990-04-23,6.7,9.642858,31.09
17,1990-04-30,0.0,15.485715,31.02
18,1990-05-07,25.5,15.471429,30.95
19,1990-05-14,10.900001,11.942857,30.89
20,1990-05-21,0.1,11.32857,30.84
21,1990-05-28,6.0,13.357142,30.81
22,1990-06-04,40.6,13.257143,30.78
23,1990-06-11,0.0,13.385714,30.96
24,1990-06-18,14.900001,16.371428,31.35
25,1990-06-25,13.599999,18.27143,31.49
26,1990-07-02,15.5,14.257143,31.26
27,1990-07-09,4.2,15.685715,31.19
28,1990-07-16,0.4,16.371428,31.13
29,1990-07-23,4.0,17.857143,30.86
30,1990-07-30,0.0,21.485714,30.75
31,1990-08-06,22.5,16.371428,30.66
32,1990-08-13,36.8,17.414286,30.63
33,1990-08-20,20.0,16.114286,30.68
34,1990-08-27,8.2,18.157143,30.665
35,1990-09-03,36.1,13.171428,30.65
36,1990-09-10,4.4,12.928572,30.73
37,1990-09-17,28.4,10.757143,30.83
38,1990-09-24,19.3,10.785714,30.84
39,1990-10-01,15.200001,12.514285,30.87
40,1990-10-08,0.0,12.242857,30.84
41,1990-10-15,0.0,12.8,30.83
42,1990-10-22,8.3,6.7428575,30.82
43,1990-10-29,30.2,6.1142855,30.89
44,1990-11-05,2.6,4.3285713,30.95
45,1990-11-12,31.600002,8.242857,31.03
46,1990-11-19,16.9,3.1000001,31.1
47,1990-11-26,10.400001,2.3714287,31.175
48,1990-12-03,6.0,1.3571428,31.25
49,1990-12-10,10.5,1.5571429,31.47
50,1990-12-17,7.2999997,1.1428572,31.56
51,1990-12-24,25.0,3.1714287,31.62
52,1990-12-31,17.9,4.9,31.61
53,1991-01-07,6.4,5.1714287,31.59
54,1991-01-14,3.8,-0.94285715,31.52
55,1991-01-21,2.8,2.3,31.42
56,1991-01-28,0.0,-3.0571427,31.36
57,1991-02-04,12.8,-4.9,31.3
58,1991-02-11,11.5,-2.8285713,31.16
59,1991-02-18,7.3,2.1857142,31.18
60,1991-02-25,3.5,2.2285714,31.21
61,1991-03-04,1.7,5.6285715,31.42
62,1991-03-11,0.0,8.528571,31.58
63,1991-03-18,13.400001,7.042857,31.67
64,1991-03-25,1.2,4.3428574,31.76
65,1991-04-01,7.2,8.857142,31.58
66,1991-04-08,2.2,10.685715,31.45
67,1991-04-15,3.2,3.7,31.34
68,1991-04-22,9.3,6.0,31.54
69,1991-04-29,16.9,6.557143,31.56
70,1991-05-06,3.4,9.085714,31.6
71,1991-05-13,10.4,9.171428,31.47
72,1991-05-20,0.4,10.985715,31.31
73,1991-05-27,0.6,11.957143,31.245
74,1991-06-03,17.4,11.657143,31.18
75,1991-06-10,34.8,12.3714285,31.0
76,1991-06-17,12.4,13.971429,31.02
77,1991-06-24,46.9,14.257143,31.03
78,1991-07-01,0.3,20.842855,30.95
79,1991-07-08,5.2999997,19.842855,30.8
80,1991-07-15,16.5,15.8714285,30.75
81,1991-07-22,9.5,17.042858,30.69
82,1991-07-29,13.5,20.071428,30.64
83,1991-08-05,20.7,19.97143,30.63
84,1991-08-12,8.0,16.199999,30.61
85,1991-08-19,3.9,16.657145,30.62
86,1991-08-26,8.599999,16.157143,30.605
87,1991-09-02,0.6,16.042856,30.59
88,1991-09-09,0.0,14.142858,30.56
89,1991-09-16,9.2,14.171428,30.54
90,1991-09-23,17.5,13.685715,30.56
91,1991-09-30,13.5,11.985715,30.57
92,1991-10-07,3.6,13.257143,30.57
93,1991-10-14,24.699999,9.142858,30.59
94,1991-10-21,0.8,5.514286,30.61
95,1991-10-28,10.5,4.9714284,30.635
96,1991-11-04,29.400002,5.8142858,30.66
97,1991-11-11,10.5,4.857143,30.75
98,1991-11-18,2.8,3.0714285,30.88
99,1991-11-25,2.3999999,2.7142856,30.9
100,1991-12-02,0.1,2.0428572,30.92
101,1991-12-09,0.1,-0.62857145,30.91
102,1991-12-16,42.699997,2.5571427,30.92
103,1991-12-23,16.3,4.2571425,31.07
104,1991-12-30,7.4,4.9,31.1
105,1992-01-06,9.7,3.1571429,31.15
106,1992-01-13,18.1,4.4857144,31.18
107,1992-01-20,0.1,-3.8999999,31.25
108,1992-01-27,5.5,0.8142857,31.28
109,1992-02-03,7.7999997,3.857143,31.31
110,1992-02-10,16.9,4.842857,31.36
111,1992-02-17,5.8,2.0428572,31.52
112,1992-02-24,0.3,6.0142856,31.48
113,1992-03-02,5.2,6.7999997,31.49
114,1992-03-09,41.3,3.9857142,31.51
115,1992-03-16,23.0,5.7285714,31.5
116,1992-03-23,6.9,3.457143,31.7
117,1992-03-30,21.3,5.5,31.64
