,Date,pr,tas,GWL
0,1990-01-01,1.0,-0.7285714,78.2
1,1990-01-08,3.3,3.8714287,78.29
2,1990-01-15,12.6,6.1857142,78.32
3,1990-01-22,26.4,5.7428575,78.3
4,1990-01-29,4.9,6.057143,78.31
5,1990-02-05,10.9,6.6285715,78.27
6,1990-02-12,13.4,2.7285714,78.31
7,1990-02-19,2.8,9.385714,78.33
8,1990-02-26,36.5,3.8999999,78.33
9,1990-03-05,21.5,7.2999997,78.34
10,1990-03-12,0.9,7.8857145,78.34
11,1990-03-19,4.8,8.685714,78.35
12,1990-03-26,0.0,6.8857145,78.335
13,1990-04-02,0.3,5.7714286,78.32
14,1990-04-09,10.4,6.7285714,78.29
15,1990-04-16,8.9,8.1,78.25
16,1990-04-23,6.7,9.642858,78.25
17,1990-04-30,0.0,15.485715,78.21
18,1990-05-07,25.5,15.471429,78.2
19,1990-05-14,10.900001,11.942857,78.18
20,1990-05-21,0.1,11.32857,78.13
21,1990-05-28,6.0,13.357142,78.115
22,1990-06-04,40.6,13.257143,78.1
23,1990-06-11,0.0,13.385714,78.17
24,1990-06-18,14.900001,16.371428,78.29
25,1990-06-25,13.599999,18.27143,78.3
26,1990-07-02,15.5,14.257143,78.28
27,1990-07-09,4.2,15.685715,78.25
28,1990-07-16,0.4,16.371428,78.22
29,1990-07-23,4.0,17.857143,78.16
30,1990-07-30,0.0,21.485714,78.11
31,1990-08-06,22.5,16.371428,78.09
32,1990-08-13,36.8,17.414286,78.04
33,1990-08-20,20.0,16.114286,78.03
34,1990-08-27,8.2,18.157143,78.02
35,1990-09-03,36.1,13.171428,78.01
36,1990-09-10,4.4,12.928572,78.01
37,1990-09-17,28.4,10.757143,78.01
38,1990-09-24,19.3,10.785714,77.99
39,1990-10-01,15.200001,12.514285,77.99
40,1990-10-08,0.0,12.242857,77.98
41,1990-10-15,0.0,12.8,77.95
42,1990-10-22,8.3,6.7428575,77.94
43,1990-10-29,30.2,6.1142855,77.91
44,1990-11-05,2.6,4.3285713,77.91
45,1990-11-12,31.600002,8.242857,77.92
46,1990-11-19,16.9,3.1000001,77.94
47,1990-11-26,10.400001,2.3714287,77.955
48,1990-12-03,6.0,1.3571428,77.97
49,1990-12-10,10.5,1.5571429,77.99
50,1990-12-17,7.2999997,1.1428572,78.05
51,1990-12-24,25.0,3.1714287,78.09
52,1990-12-31,17.9,4.9,78.1
53,1991-01-07,6.4,5.1714287,78.14
54,1991-01-14,3.8,-0.94285715,78.16
55,1991-01-21,2.8,2.3,78.21
56,1991-01-28,0.0,-3.0571427,78.2
57,1991-02-04,12.8,-4.9,78.19
58,1991-02-11,11.5,-2.8285713,78.15
59,1991-02-18,7.3,2.1857142,78.16
60,1991-02-25,3.5,2.2285714,78.13
61,1991-03-04,1.7,5.6285715,78.18
62,1991-03-11,0.0,8.528571,78.2
63,1991-03-18,13.400001,7.042857,78.21
64,1991-03-25,1.2,4.3428574,78.23
65,1991-04-01,7.2,8.857142,78.26
66,1991-04-08,2.2,10.685715,78.26
67,1991-04-15,3.2,3.7,78.25
68,1991-04-22,9.3,6.0,78.24
69,1991-04-29,16.9,6.557143,78.24
70,1991-05-06,3.4,9.085714,78.25
71,1991-05-13,10.4,9.171428,78.24
72,1991-05-20,0.4,10.985715,78.24
73,1991-05-27,0.6,11.957143,78.23
74,1991-06-03,17.4,11.657143,78.22
75,1991-06-10,34.8,12.3714285,78.19
76,1991-06-17,12.4,13.971429,78.17
