,Date,pr,tas,GWL
0,1990-01-01,1.0,-0.7285714,44.32
1,1990-01-08,3.3,3.8714287,44.35
2,1990-01-15,12.6,6.1857142,44.36
3,1990-01-22,26.4,5.7428575,44.35
4,1990-01-29,4.9,6.057143,44.37
5,1990-02-05,10.9,6.6285715,44.37
6,1990-02-12,13.4,2.7285714,44.37
7,1990-02-19,2.8,9.385714,44.38
8,1990-02-26,36.5,3.8999999,44.4
9,1990-03-05,21.5,7.2999997,44.42
10,1990-03-12,0.9,7.8857145,44.45
11,1990-03-19,4.8,8.685714,44.44
12,1990-03-26,0.0,6.8857145,44.44
13,1990-04-02,0.3,5.7714286,44.44
14,1990-04-09,10.4,6.7285714,44.4
15,1990-04-16,8.9,8.1,44.35
16,1990-04-23,6.7,9.642858,44.34
17,1990-04-30,0.0,15.485715,44.31
18,1990-05-07,25.5,15.471429,44.29
19,1990-05-14,10.900001,11.942857,44.28
20,1990-05-21,0.1,11.32857,44.26
21,1990-05-28,6.0,13.357142,44.235
22,1990-06-04,40.6,13.257143,44.21
23,1990-06-11,0.0,13.385714,44.21
24,1990-06-18,14.900001,16.371428,44.37
25,1990-06-25,13.599999,18.27143,44.43
26,1990-07-02,15.5,14.257143,44.42
27,1990-07-09,4.2,15.685715,44.38
28,1990-07-16,0.4,16.371428,44.33
29,1990-07-23,4.0,17.857143,44.29
30,1990-07-30,0.0,21.485714,44.24
31,1990-08-06,22.5,16.371428,44.21
32,1990-08-13,36.8,17.414286,44.19
33,1990-08-20,20.0,16.114286,44.2
34,1990-08-27,8.2,18.157143,44.2
35,1990-09-03,36.1,13.171428,44.2
36,1990-09-10,4.4,12.928572,44.21
37,1990-09-17,28.4,10.757143,44.2
38,1990-09-24,19.3,10.785714,44.19
39,1990-10-01,15.200001,12.514285,44.18
40,1990-10-08,0.0,12.242857,44.19
41,1990-10-15,0.0,12.8,44.18
42,1990-10-22,8.3,6.7428575,44.17
43,1990-10-29,30.2,6.1142855,44.14
44,1990-11-05,2.6,4.3285713,44.13
45,1990-11-12,31.600002,8.242857,44.13
46,1990-11-19,16.9,3.1000001,44.15
47,1990-11-26,10.400001,2.3714287,44.17
48,1990-12-03,6.0,1.3571428,44.19
49,1990-12-10,10.5,1.5571429,44.29
50,1990-12-17,7.2999997,1.1428572,44.33
51,1990-12-24,25.0,3.1714287,44.39
52,1990-12-31,17.9,4.9,44.45
53,1991-01-07,6.4,5.1714287,44.55
54,1991-01-14,3.8,-0.94285715,44.54
55,1991-01-21,2.8,2.3,44.57
56,1991-01-28,0.0,-3.0571427,44.535
57,1991-02-04,12.8,-4.9,44.5
58,1991-02-11,11.5,-2.8285713,44.5
59,1991-02-18,7.3,2.1857142,44.45
60,1991-02-25,3.5,2.2285714,44.41
61,1991-03-04,1.7,5.6285715,44.4
62,1991-03-11,0.0,8.528571,44.4
63,1991-03-18,13.400001,7.042857,44.4
64,1991-03-25,1.2,4.3428574,44.41
65,1991-04-01,7.2,8.857142,44.47
66,1991-04-08,2.2,10.685715,44.44
67,1991-04-15,3.2,3.7,44.44
68,1991-04-22,9.3,6.0,44.41
69,1991-04-29,16.9,6.557143,44.4
70,1991-05-06,3.4,9.085714,44.42
71,1991-05-13,10.4,9.171428,44.46
72,1991-05-20,0.4,10.985715,44.47
73,1991-05-27,0.6,11.957143,44.44
74,1991-06-03,17.4,11.657143,44.41
75,1991-06-10,34.8,12.3714285,44.37
