,Date,pr,tas,GWL
0,1990-01-01,1.0,-0.7285714,3.35
1,1990-01-08,3.3,3.8714287,3.32
2,1990-01-15,12.6,6.1857142,3.34
3,1990-01-22,26.4,5.7428575,3.38
4,1990-01-29,4.9,6.057143,3.33
5,1990-02-05,10.9,6.6285715,3.29
6,1990-02-12,13.4,2.7285714,3.44
7,1990-02-19,2.8,9.385714,3.48
8,1990-02-26,36.5,3.8999999,3.49
9,1990-03-05,21.5,7.2999997,3.48
10,1990-03-12,0.9,7.8857145,3.46
11,1990-03-19,4.8,8.685714,3.45
12,1990-03-26,0.0,6.8857145,3.45
13,1990-04-02,0.3,5.7714286,3.45
14,1990-04-09,10.4,6.7285714,3.44
15,1990-04-16,8.9,8.1,3.42
16,1990-04-23,6.7,9.642858,3.41
17,1990-04-30,0.0,15.485715,3.4
18,1990-05-07,25.5,15.471429,3.39
19,1990-05-14,10.900001,11.942857,3.37
20,1990-05-21,0.1,11.32857,3.34
21,1990-05-28,6.0,13.357142,3.315
22,1990-06-04,40.6,13.257143,3.29
23,1990-06-11,0.0,13.385714,3.29
24,1990-06-18,14.900001,16.371428,3.78
25,1990-06-25,13.599999,18.27143,3.75
26,1990-07-02,15.5,14.257143,3.72
27,1990-07-09,4.2,15.685715,3.57
28,1990-07-16,0.4,16.371428,3.47
29,1990-07-23,4.0,17.857143,3.45
30,1990-07-30,0.0,21.485714,3.34
31,1990-08-06,22.5,16.371428,3.35
32,1990-08-13,36.8,17.414286,3.33
33,1990-08-20,20.0,16.114286,3.32
34,1990-08-27,8.2,18.157143,3.33
35,1990-09-03,36.1,13.171428,3.34
36,1990-09-10,4.4,12.928572,3.37
37,1990-09-17,28.4,10.757143,3.4
38,1990-09-24,19.3,10.785714,3.41
39,1990-10-01,15.200001,12.514285,3.38
40,1990-10-08,0.0,12.242857,3.37
41,1990-10-15,0.0,12.8,3.35
42,1990-10-22,8.3,6.7428575,3.27
43,1990-10-29,30.2,6.1142855,3.29
44,1990-11-05,2.6,4.3285713,3.33
45,1990-11-12,31.600002,8.242857,3.39
46,1990-11-19,16.9,3.1000001,3.41
47,1990-11-26,10.400001,2.3714287,3.425
48,1990-12-03,6.0,1.3571428,3.44
49,1990-12-10,10.5,1.5571429,3.45
50,1990-12-17,7.2999997,1.1428572,3.52
51,1990-12-24,25.0,3.1714287,3.54
52,1990-12-31,17.9,4.9,3.54
53,1991-01-07,6.4,5.1714287,3.55
54,1991-01-14,3.8,-0.94285715,3.57
55,1991-01-21,2.8,2.3,3.54
56,1991-01-28,0.0,-3.0571427,3.515
57,1991-02-04,12.8,-4.9,3.49
58,1991-02-11,11.5,-2.8285713,3.45
59,1991-02-18,7.3,2.1857142,3.44
