,Date,pr,tas,GWL
0,1990-01-01,1.0,-0.7285714,49.51
1,1990-01-08,3.3,3.8714287,49.48
2,1990-01-15,12.6,6.1857142,49.44
3,1990-01-22,26.4,5.7428575,49.41
4,1990-01-29,4.9,6.057143,49.42
5,1990-02-05,10.9,6.6285715,49.45
6,1990-02-12,13.4,2.7285714,49.44
7,1990-02-19,2.8,9.385714,49.41
8,1990-02-26,36.5,3.8999999,49.45
9,1990-03-05,21.5,7.2999997,49.53
10,1990-03-12,0.9,7.8857145,49.59
11,1990-03-19,4.8,8.685714,49.6
12,1990-03-26,0.0,6.8857145,49.575
13,1990-04-02,0.3,5.7714286,49.55
14,1990-04-09,10.4,6.7285714,49.47
15,1990-04-16,8.9,8.1,49.41
16,1990-04-23,6.7,9.642858,49.31
17,1990-04-30,0.0,15.485715,49.29
18,1990-05-07,25.5,15.471429,49.26
19,1990-05-14,10.900001,11.942857,49.3
20,1990-05-21,0.1,11.32857,49.31
21,1990-05-28,6.0,13.357142,49.3
22,1990-06-04,40.6,13.257143,49.29
23,1990-06-11,0.0,13.385714,49.31
24,1990-06-18,14.900001,16.371428,49.55
25,1990-06-25,13.599999,18.27143,49.61
26,1990-07-02,15.5,14.257143,49.57
27,1990-07-09,4.2,15.685715,49.53
28,1990-07-16,0.4,16.371428,49.47
29,1990-07-23,4.0,17.857143,49.41
30,1990-07-30,0.0,21.485714,49.4
31,1990-08-06,22.5,16.371428,49.36
32,1990-08-13,36.8,17.414286,49.31
33,1990-08-20,20.0,16.114286,49.26
34,1990-08-27,8.2,18.157143,49.265
35,1990-09-03,36.1,13.171428,49.27
36,1990-09-10,4.4,12.928572,49.27
37,1990-09-17,28.4,10.757143,49.3
38,1990-09-24,19.3,10.785714,49.31
39,1990-10-01,15.200001,12.514285,49.3
40,1990-10-08,0.0,12.242857,49.25
41,1990-10-15,0.0,12.8,49.24
42,1990-10-22,8.3,6.7428575,49.21
43,1990-10-29,30.2,6.1142855,49.2
44,1990-11-05,2.6,4.3285713,49.24
45,1990-11-12,31.600002,8.242857,49.25
46,1990-11-19,16.9,3.1000001,49.26
47,1990-11-26,10.400001,2.3714287,49.3
48,1990-12-03,6.0,1.3571428,49.34
49,1990-12-10,10.5,1.5571429,49.44
50,1990-12-17,7.2999997,1.1428572,49.47
51,1990-12-24,25.0,3.1714287,49.51
52,1990-12-31,17.9,4.9,49.55
53,1991-01-07,6.4,5.1714287,49.63
54,1991-01-14,3.8,-0.94285715,49.65
55,1991-01-21,2.8,2.3,49.66
56,1991-01-28,0.0,-3.0571427,49.655
57,1991-02-04,12.8,-4.9,49.65
58,1991-02-11,11.5,-2.8285713,49.63
59,1991-02-18,7.3,2.1857142,49.62
60,1991-02-25,3.5,2.2285714,49.61
61,1991-03-04,1.7,5.6285715,49.6
62,1991-03-11,0.0,8.528571,49.63
63,1991-03-18,13.400001,7.042857,49.67
64,1991-03-25,1.2,4.3428574,49.71
65,1991-04-01,7.2,8.857142,49.67
66,1991-04-08,2.2,10.685715,49.64
67,1991-04-15,3.2,3.7,49.6
68,1991-04-22,9.3,6.0,49.61
69,1991-04-29,16.9,6.557143,49.61
70,1991-05-06,3.4,9.085714,49.59
71,1991-05-13,10.4,9.171428,49.56
72,1991-05-20,0.4,10.985715,49.51
73,1991-05-27,0.6,11.957143,49.485
74,1991-06-03,17.4,11.657143,49.46
75,1991-06-10,34.8,12.3714285,49.44
76,1991-06-17,12.4,13.971429,49.42
77,1991-06-24,46.9,14.257143,49.36
78,1991-07-01,0.3,20.842855,49.32
79,1991-07-08,5.2999997,19.842855,49.29
80,1991-07-15,16.5,15.8714285,49.25
81,1991-07-22,9.5,17.042858,49.21
82,1991-07-29,13.5,20.071428,49.2
83,1991-08-05,20.7,19.97143,49.16
84,1991-08-12,8.0,16.199999,49.15
85,1991-08-19,3.9,16.657145,49.11
86,1991-08-26,8.599999,16.157143,49.085
87,1991-09-02,0.6,16.042856,49.06
88,1991-09-09,0.0,14.142858,49.03
89,1991-09-16,9.2,14.171428,49.03
90,1991-09-23,17.5,13.685715,49.01
91,1991-09-30,13.5,11.985715,48.99
92,1991-10-07,3.6,13.257143,49.02
93,1991-10-14,24.699999,9.142858,49.04
94,1991-10-21,0.8,5.514286,49.07
95,1991-10-28,10.5,4.9714284,49.11
96,1991-11-04,29.400002,5.8142858,49.15
97,1991-11-11,10.5,4.857143,49.22
98,1991-11-18,2.8,3.0714285,49.29
99,1991-11-25,2.3999999,2.7142856,49.31
100,1991-12-02,0.1,2.0428572,49.33
101,1991-12-09,0.1,-0.62857145,49.35
102,1991-12-16,42.699997,2.5571427,49.36
103,1991-12-23,16.3,4.2571425,49.36
104,1991-12-30,7.4,4.9,49.41
105,1992-01-06,9.7,3.1571429,49.44
106,1992-01-13,18.1,4.4857144,49.47
107,1992-01-20,0.1,-3.8999999,49.5
108,1992-01-27,5.5,0.8142857,49.51
109,1992-02-03,7.7999997,3.857143,49.52
110,1992-02-10,16.9,4.842857,49.56
111,1992-02-17,5.8,2.0428572,49.63
112,1992-02-24,0.3,6.0142856,49.65
